KOI|KID|Kepmag|T0|T0err|P|Perr|adrs|adrserr|rdr|rdrerr|rdrerr1|rdrerr2|Rp|Rperr|Rperr1|Rperr2|b|berr|berr1|berr2|incl|tdur|tdurerr|teff|tefferr|tefferr1|tefferr2|logg|loggerr|loggerr1|loggerr2|Mstar|Mstarerr|Mstarerr1|Mstarerr2|Rstar|Rstarerr|Rstarerr1|Rstarerr2|Age|Ageerr|asemi|Teq|Tdepth|Tdeptherr|SN|RA|DEC|limb1|limb2|limb3|limb4|rhostar|rhostarerr1|rhostarerr2|Srad|Sraderr1|Sraderr2
2943.01|9838468|12.365|175.4020898|0.0062114|54.409233341|0.000523609|42.555803|10.58451|0.013934|0.000468|+0.000471|-0.000464|1.36|0.31|+0.51|-0.11|0.2830|0.2301|+0.1773|-0.2830|89.38|9.51087|0.19227|5883|157.5|156|-159|4.530|0.1525|0.029|-0.276|0.985|0.1095|0.104|-0.115|0.892|0.204|0.339|-0.068|0|0|0.2796|464|230.3|10.9|21.0|19.65540|46.65959|0.3640|0.2830|0|0|0.49248|+0.12249|-0.10847|10.91|12.16|-2.57
2944.01|6781548|14.178|138.8416708|0.0059072|9.122023089|0.000056837|6.313434|2.17032|0.046852|0.110853|+0.211797|-0.009909|4.91|1.35|+2.29|-0.42|0.9725|0.1460|+0.2460|-0.0460|81.36|4.33040|0.20439|5899|194.5|177|-212|4.499|0.1805|0.038|-0.323|1.060|0.165|0.196|-0.134|0.960|0.265|0.448|-0.082|0|0|0.0872|863|1231.9|57.9|29.9|19.53856|42.27704|0.3818|0.2759|0|0|0.05721|+0.05900|-0.02473|131.35|186.67|-36.44
2945.01|8617363|14.298|144.2480883|0.0038855|19.947526641|0.000086963|61.177456|30.46468|0.030861|0.004334|+0.006118|-0.002549|2.88|0.58|+0.94|-0.22|0.7359|0.3628|+0.1957|-0.5298|89.38|1.79826|0.12762|5751|160.5|158|-163|4.552|0.133|0.028|-0.238|0.945|0.093|0.085|-0.101|0.854|0.173|0.281|-0.065|0|0|0.1415|623|968.4|77.9|15.5|19.26370|44.70570|0.3865|0.2717|0|0|10.88563|+27.10371|-9.61708|35.66|34.54|-8.53
2946.01|9642292|13.939|143.7386286|0.0064927|15.141039671|0.000113513|27.494251|1.97939|0.021085|0.000830|+0.000979|-0.000680|2.04|0.51|+0.85|-0.17|0.1012|0.2170|+0.3331|-0.1009|89.95|4.27560|0.14299|5926|190|178|-202|4.532|0.165|0.033|-0.297|0.978|0.115|0.109|-0.121|0.887|0.221|0.367|-0.074|0|0|0.1189|714|532.3|31.2|19.9|19.25113|46.39442|0.3573|0.2853|0|0|1.71503|+0.12347|-0.65563|61.42|76.78|-16.50
2947.01|9950316|12.944|151.0829538|0.0388663|57.104588196|0.004154237|38.218328|8.87245|0.010881|0.000843|+0.001137|-0.000549|0.98|0.20|+0.31|-0.08|0.0870|0.2311|+0.3753|-0.0869|89.95|11.49739|1.59870|5637|147|147|-147|4.564|0.123|0.031|-0.215|0.902|0.0915|0.085|-0.098|0.821|0.166|0.265|-0.067|0|0|0.2805|425|144.3|18.8|9.3|19.42581|46.88168|0.4085|0.2585|0|0|0.32384|+0.07518|-0.23744|7.74|7.27|-1.87
2948.01|6356692|10.321|141.5585948|0.0051337|11.391705683|0.000074334|17.175361|2.67753|0.006256|0.000279|+0.000309|-0.000249|1.13|0.43|+0.46|-0.39|0.2265|0.2272|+0.2280|-0.2263|89.38|4.97093|0.14257|5675|154.5|159|-150|4.030|0.2605|0.311|-0.21|1.074|0.205|0.259|-0.151|1.657|0.617|0.666|-0.568|0|0|0.1015|1011|47.3|3.0|18.0|19.29298|41.78235|0.4224|0.2528|0|0|0.73858|+0.11514|-0.23233|247.39|295.66|-151.39
2949.01|6026737|11.903|132.3397034|0.0098733|10.174917254|0.000105960|17.389723|0.29553|0.007056|0.000391|+0.000417|-0.000364|1.37|0.53|+0.58|-0.48|0.1504|0.2334|+0.3164|-0.1504|89.38|4.45357|0.29580|6197|174|160|-188|4.011|0.26|0.308|-0.212|1.187|0.25|0.297|-0.203|1.782|0.690|0.750|-0.629|0|0|0.0974|1169|58.9|5.2|13.7|19.05839|41.33243|0.3242|0.3000|0|0|0.96089|+0.01633|-0.54230|441.81|545.89|-278.30
2949.02|6026737|11.903|134.8014566|0.0082038|3.750321026|0.000044439|8.463639|2.50098|0.005803|0.000353|+0.000227|-0.000478|1.13|0.43|+0.47|-0.40|0.3007|0.2224|+0.1441|-0.3007|88.24|3.25807|0.25332|6197|174|160|-188|4.011|0.26|0.308|-0.212|1.187|0.25|0.297|-0.203|1.782|0.690|0.750|-0.629|0|0|0.0501|1630|39.3|4.0|11.2|19.05839|41.33243|0.3242|0.3000|0|0|0.81544|+0.24096|-0.34775|1669.84|2063.25|-1051.82
2950.01|6028860|12.727|131.7478710|0.0001223|0.422015799|0.000000059|1.404463|0.02830|0.077515|0.028579|+0.035374|-0.021784|6.59|1.68|+2.87|-0.48|1.0139|0.0378|+0.0510|-0.0247|43.54|1.24059|0.01014|5607|151.5|166|-137|4.582|0.1525|0.031|-0.274|0.846|0.0915|0.102|-0.081|0.779|0.198|0.338|-0.057|0|0|0.0104|2141|1331.5|5.8|304.3|19.12804|41.37115|0.3815|0.2763|0|0|0.29426|+0.00593|-0.00596|4962.93|6504.17|-1101.35
2951.01|4991208|11.816|132.8053959|0.0041870|2.443578118|0.000012309|8.583127|3.68145|0.007781|0.000398|+0.000121|-0.000676|0.70|0.15|+0.25|-0.05|0.5647|0.3693|+0.3812|-0.3574|85.94|1.82220|0.13534|5771|148|152|-144|4.562|0.139|0.031|-0.247|0.905|0.0965|0.096|-0.097|0.825|0.178|0.293|-0.064|0|0|0.0344|1247|67.3|5.9|14.2|18.96396|40.14256|0.3711|0.2796|0|0|2.00328|+1.71848|-0.31452|570.96|592.47|-131.86
2952.01|8243283|13.256|132.0748707|0.0069321|1.759266075|0.000013225|5.933186|0.88318|0.012766|0.000596|+0.000616|-0.000575|1.37|0.35|+0.52|-0.17|0.1004|0.2326|+0.3647|-0.1004|88.81|2.29426|0.15521|5784|181|184|-178|4.416|0.1765|0.096|-0.257|0.921|0.105|0.126|-0.084|0.984|0.250|0.374|-0.126|0|0|0.0278|1518|196.2|13.7|16.4|19.68210|44.11290|0.3840|0.2724|0|0|1.27661|+0.19003|-0.58751|1254.94|1454.21|-412.95
2953.01|6778019|13.221|131.6221975|0.0023611|0.472913880|0.000001254|2.040570|0.58920|0.008948|0.000311|+0.000248|-0.000374|1.05|0.34|+0.59|-0.10|0.3636|0.2387|+0.1138|-0.3635|79.64|1.76250|0.07184|6077|180.5|158|-203|4.444|0.1935|0.043|-0.344|1.165|0.205|0.243|-0.167|1.072|0.353|0.606|-0.100|0|0|0.0125|2482|93.0|4.5|27.0|19.46772|42.28657|0.3616|0.2911|0|0|0.71870|+0.20752|-0.16411|8977.06|15396.42|-2534.54
2954.01|4571536|13.673|131.7618919|0.0018837|0.338357509|0.000000772|3.733211|1.57606|0.015624|0.000999|+0.001063|-0.000936|1.25|0.21|+0.31|-0.12|0.4804|0.3643|+0.4634|-0.2652|82.51|0.63103|0.07871|5334|195.5|220|-171|4.560|0.1075|0.063|-0.152|0.712|0.089|0.129|-0.049|0.733|0.126|0.179|-0.072|0|0|0.0085|2185|264.9|22.9|17.8|19.62301|39.68393|0.3750|0.2876|0|0|8.59713|+7.25896|-3.88841|5387.53|4416.02|-1541.78
2955.01|5108946|13.647|131.7450800|0.0016906|0.591278861|0.000001231|3.845660|1.11297|0.011455|0.000458|+0.000706|-0.000210|1.44|0.45|+0.72|-0.17|0.2651|0.2377|+0.2431|-0.2322|85.94|1.16202|0.07707|6263|197|150|-244|4.405|0.175|0.059|-0.291|1.234|0.2175|0.218|-0.217|1.154|0.355|0.571|-0.139|0|0|0.0148|2439|152.7|9.1|22.3|19.63142|40.27876|0.3307|0.3071|0|0|3.07741|+0.89063|-1.30330|8371.93|12192.07|-2847.16
2956.01|8801316|10.679|135.2784830|0.0081072|3.937663731|0.000036569|6.145623|0.85004|0.004525|0.000188|+0.000262|-0.000114|0.75|0.32|+0.48|-0.15|0.0980|0.2202|+0.3425|-0.0979|88.81|4.91601|0.20508|6712|181|145|-217|4.194|0.241|0.131|-0.351|1.331|0.264|0.287|-0.241|1.525|0.634|0.962|-0.307|0|0|0.0536|1579|23.9|1.6|18.3|18.89688|45.08414|0.2775|0.3180|0|0|0.28319|+0.03917|-0.10052|1470.37|2789.21|-647.96
2957.01|10904004|12.320|133.6734355|0.0078140|4.644906926|0.000039534|13.119931|3.82198|0.009427|0.000628|+0.000371|-0.000884|0.67|0.07|+0.08|-0.05|0.3997|0.2288|+0.0579|-0.3997|88.24|2.51026|0.21415|4871|141|146|-136|4.626|0.0485|0.046|-0.051|0.659|0.064|0.080|-0.048|0.654|0.066|0.077|-0.054|0|0|0.0474|798|107.1|11.3|12.1|18.82287|48.34078|0.5567|0.1609|0|0|1.98015|+1.15368|-0.78854|95.91|38.94|-23.83
2958.01|10597693|13.391|134.6835697|0.0048822|31.608385761|0.000207546|57.848788|19.66169|0.017198|0.000707|+0.000529|-0.000885|1.94|0.54|+0.88|-0.19|0.4855|0.2339|+0.0000|-0.4678|89.38|3.73142|0.14239|6341|185.5|158|-213|4.446|0.177|0.050|-0.304|1.083|0.1765|0.216|-0.137|1.033|0.285|0.470|-0.100|0|0|0.2013|634|333.7|21.6|19.1|19.39525|47.88725|0.3060|0.3058|0|0|3.66552|+2.49168|-0.20345|38.10|50.91|-10.99
2959.01|7466270|13.250|140.2218559|0.0073779|16.156014272|0.000137484|9.700680|4.27466|0.522846|0.362326|+0.345175|-0.379477|30.26|2.29|+2.06|-2.51|1.4933|0.4382|+0.2622|-0.6143|81.36|3.84403|0.36331|4504|156|148|-164|4.713|0.0445|0.057|-0.032|0.528|0.035|0.040|-0.03|0.530|0.040|0.036|-0.044|0|0|0.1012|455|989.9|79.8|18.7|19.81815|43.09872|0.3975|0.2805|0|0|0.06616|+0.23323|-0.03401|10.10|3.01|-2.78
2960.01|10876237|11.849|132.3335211|0.0029678|1.465932516|0.000005359|7.911190|1.98970|0.006455|0.000339|+0.000398|-0.000279|0.69|0.18|+0.31|-0.06|0.2149|0.2311|+0.2472|-0.2149|88.24|1.39597|0.10471|6225|169.5|152|-187|4.467|0.1765|0.048|-0.305|1.033|0.151|0.178|-0.124|0.985|0.261|0.429|-0.092|0|0|0.0256|1703|48.7|4.1|15.0|19.82117|48.23937|0.3175|0.3017|0|0|4.35868|+1.09623|-1.99236|1989.56|2525.80|-542.11
2961.01|10471515|11.289|133.5221581|0.0057906|3.784706494|0.000027201|9.373204|1.37284|0.005537|0.000245|+0.000322|-0.000167|1.18|0.44|+0.46|-0.42|0.0066|0.2369|+0.4674|-0.0065|89.95|3.10764|0.16569|6461|180|158|-202|3.972|0.2475|0.287|-0.208|1.302|0.27|0.274|-0.266|1.950|0.727|0.759|-0.695|0|0|0.0519|1747|36.0|2.6|16.3|19.48917|47.66420|0.2961|0.3105|0|0|1.08757|+0.15929|-0.50551|2201.61|2478.55|-1398.49
2962.01|4935172|12.832|131.7357661|0.0042891|2.172911920|0.000011192|7.521042|2.79015|0.008477|0.000434|+0.000368|-0.000500|0.97|0.27|+0.44|-0.09|0.4022|0.2389|+0.0756|-0.4022|87.09|2.04927|0.14001|6164|174.5|147|-202|4.446|0.1715|0.045|-0.298|1.109|0.1815|0.227|-0.136|1.045|0.287|0.479|-0.095|0|0|0.0340|1507|82.8|6.9|14.6|19.65755|40.00751|0.3344|0.2979|0|0|1.70454|+0.63235|-0.71921|1220.49|1631.92|-337.68
2963.01|8760040|13.173|141.3743404|0.0057515|18.220642101|0.000137642|15.633495|7.10695|0.014656|0.001691|+0.001795|-0.001587|1.65|0.48|+0.81|-0.15|0.8213|0.3145|+0.0586|-0.5704|87.09|5.31308|0.16879|6241|182|161|-203|4.450|0.182|0.045|-0.319|1.088|0.1835|0.237|-0.13|1.031|0.301|0.509|-0.093|0|0|0.1397|748|205.5|11.2|17.8|19.62243|44.91829|0.3189|0.3020|0|0|0.21772|+0.79180|-0.01961|73.95|108.74|-20.32
2963.02|8760040|13.173|133.6392210|0.0074702|7.350999924|0.000068058|20.656353|6.72498|0.009768|0.000566|+0.000718|-0.000413|1.10|0.32|+0.54|-0.10|0.2807|0.2205|+0.1604|-0.2807|89.38|2.63822|0.21490|6241|182|161|-203|4.450|0.182|0.045|-0.319|1.088|0.1835|0.237|-0.13|1.031|0.301|0.509|-0.093|0|0|0.0763|1012|111.4|11.1|13.4|19.62243|44.91829|0.3189|0.3020|0|0|3.08550|+1.00453|-1.37832|247.91|364.53|-68.13
2964.01|10098844|12.467|173.4540056|0.0127803|47.449955003|0.000752004|34.194008|0.03766|0.013742|0.000620|+0.000768|-0.000472|1.37|0.35|+0.54|-0.16|0.0183|0.2236|+0.4290|-0.0182|89.95|10.74653|0.42237|5869|157.5|161|-154|4.459|0.176|0.082|-0.27|0.870|0.0975|0.122|-0.073|0.911|0.235|0.364|-0.106|0|0|0.2451|499|226.3|16.0|17.8|19.97839|47.07584|0.3534|0.2872|0|0|0.33592|+0.00037|-0.15234|14.67|17.35|-4.37
2965.01|8429415|11.445|132.0448663|0.0041312|1.352569212|0.000007380|2.238840|0.95484|0.006923|0.000633|+0.000925|-0.000340|0.90|0.25|+0.36|-0.14|0.6854|0.2732|+0.0037|-0.5426|72.19|3.65179|0.12486|6468|179|159|-199|4.286|0.1915|0.141|-0.242|1.005|0.139|0.168|-0.11|1.194|0.336|0.477|-0.195|0|0|0.0240|2012|50.5|1.8|34.1|19.42050|44.45762|0.2929|0.3064|0|0|0.11604|+0.14847|-0.00342|3876.81|4490.89|-1481.79
2966.01|5014903|13.919|136.2013334|0.0046585|7.727645872|0.000038600|29.064454|6.00402|0.018599|0.000909|+0.001337|-0.000481|1.91|0.48|+0.77|-0.20|0.0983|0.2232|+0.3481|-0.0982|89.95|2.05973|0.14554|5765|174|173|-175|4.468|0.1695|0.063|-0.276|0.946|0.106|0.119|-0.093|0.940|0.237|0.379|-0.096|0|0|0.0752|899|417.5|32.8|15.4|19.52727|40.15204|0.3942|0.2683|0|0|7.77767|+1.60668|-3.47334|154.46|187.85|-44.38
2967.01|5980783|13.730|133.3059277|0.0128915|37.303761860|0.000657589|15.403159|7.58568|0.029056|0.002995|+0.000149|-0.005842|2.59|0.69|+1.16|-0.22|0.9327|0.3252|+0.0068|-0.6436|86.52|8.05854|0.32555|5641|179.5|196|-163|4.544|0.1625|0.041|-0.284|0.853|0.095|0.114|-0.076|0.817|0.218|0.366|-0.071|0|0|0.2073|494|651.8|36.9|20.8|19.81329|41.22643|0.3950|0.2664|0|0|0.04968|+0.83185|-0.02045|14.08|19.75|-3.64
2968.01|8873090|10.293|136.4341911|0.0065869|10.164300767|0.000081992|13.359916|0.96903|0.005708|0.000206|+0.000226|-0.000187|0.75|0.21|+0.30|-0.13|0.0077|0.2154|+0.4231|-0.0077|89.95|5.85067|0.16909|6387|217|189|-245|4.280|0.197|0.152|-0.242|0.997|0.147|0.177|-0.117|1.198|0.349|0.491|-0.207|0|0|0.0918|1018|38.3|2.2|22.2|19.10534|45.16382|0.2975|0.3056|0|0|0.43663|+0.03167|-0.14705|253.64|312.90|-105.21
2969.01|8560804|11.119|133.8834966|0.0124645|31.972966811|0.000388858|22.095886|8.52213|0.009738|0.000322|+0.000025|-0.000620|1.10|0.32|+0.53|-0.10|0.5603|0.3346|+0.3380|-0.3312|88.81|9.29081|0.37975|6148|163|141|-185|4.434|0.1805|0.053|-0.308|1.061|0.17|0.220|-0.12|1.037|0.296|0.494|-0.098|0|0|0.2015|615|105.5|4.8|27.3|19.47463|44.65793|0.3339|0.2984|0|0|0.19963|+0.15399|-0.02622|33.86|46.96|-9.29
2970.01|5450893|11.566|135.7851597|0.0052967|4.820529325|0.000030516|10.695689|1.30067|0.005900|0.000271|+0.000324|-0.000218|0.84|0.32|+0.49|-0.15|0.0158|0.2252|+0.4347|-0.0158|89.95|3.46809|0.17344|6483|184.5|154|-215|4.269|0.223|0.127|-0.319|1.164|0.2245|0.283|-0.166|1.310|0.499|0.761|-0.237|0|0|0.0588|1350|40.9|3.1|17.1|19.50519|40.66786|0.2950|0.3100|0|0|0.99608|+0.12113|-0.44327|784.69|1369.58|-324.68
2971.01|4770174|11.438|134.5865999|0.0067626|6.096001300|0.000053415|7.593711|3.35604|0.007587|0.000281|+0.000104|-0.000458|0.85|0.24|+0.40|-0.08|0.5449|0.2448|+0.0234|-0.4663|85.94|5.22217|0.25390|6234|169|149|-189|4.433|0.1795|0.055|-0.304|1.038|0.1575|0.201|-0.114|1.028|0.288|0.479|-0.098|0|0|0.0663|1083|64.2|3.7|21.8|19.82625|39.82904|0.3183|0.3022|0|0|0.22291|+0.19703|-0.01325|324.96|442.59|-89.82
2971.02|4770174|11.438|159.6471189|0.0144544|31.953620467|0.000570158|29.974931|5.06460|0.008879|0.000383|+0.000473|-0.000294|1.00|0.28|+0.46|-0.10|0.0756|0.2306|+0.3857|-0.0756|89.95|8.19449|0.32148|6234|169|149|-189|4.433|0.1795|0.055|-0.304|1.038|0.1575|0.201|-0.114|1.028|0.288|0.479|-0.098|0|0|0.2001|623|93.4|6.2|16.7|19.82625|39.82904|0.3183|0.3022|0|0|0.49899|+0.08431|-0.17551|35.68|48.58|-9.87
2972.01|8949925|13.464|141.1733610|0.0105403|13.251222672|0.000192416|19.884093|3.53493|0.015705|0.000705|+0.000631|-0.000779|1.67|0.43|+0.70|-0.16|0.3309|0.2186|+0.1064|-0.3308|88.81|4.89152|0.27328|5937|193.5|179|-208|4.466|0.1725|0.055|-0.29|1.014|0.139|0.157|-0.121|0.976|0.252|0.406|-0.098|0|0|0.1102|779|290.3|21.0|16.4|19.38230|45.29779|0.3660|0.2832|0|0|0.84696|+0.15057|-0.34393|87.22|109.72|-26.02
2972.02|8949925|13.464|138.7966849|0.0164813|42.029600658|0.000916516|29.734757|13.91209|0.019174|0.003025|+0.004766|-0.001284|2.04|0.53|+0.85|-0.20|0.6443|0.2597|+0.0160|-0.5035|88.81|8.52974|0.38892|5937|193.5|179|-208|4.466|0.1725|0.055|-0.29|1.014|0.139|0.157|-0.121|0.976|0.252|0.406|-0.098|0|0|0.2380|530|397.3|29.2|13.7|19.38230|45.29779|0.3660|0.2832|0|0|0.28154|+0.26345|-0.26888|18.70|23.52|-5.58
2973.01|5091016|13.861|134.9644611|0.0055166|5.765586310|0.000038892|8.995973|4.12243|0.015551|0.001893|+0.002513|-0.001272|1.82|0.56|+0.92|-0.20|0.7551|0.3489|+0.1787|-0.5192|85.37|3.33969|0.16969|6218|206|178|-234|4.404|0.1905|0.069|-0.312|1.057|0.1795|0.238|-0.121|1.072|0.330|0.543|-0.117|0|0|0.0643|1120|244.5|15.4|18.2|19.28618|40.27061|0.3218|0.3007|0|0|0.41430|+0.94927|-0.34451|371.86|572.99|-118.72
2974.01|3336283|12.592|131.6833065|0.0030560|0.576441813|0.000002500|2.264141|0.22577|0.007205|0.000294|+0.000272|-0.000316|0.82|0.22|+0.35|-0.09|0.0610|0.2434|+0.4260|-0.0608|88.24|2.02692|0.10186|6459|188.5|164|-213|4.425|0.175|0.061|-0.289|1.042|0.145|0.170|-0.12|1.038|0.277|0.447|-0.107|0|0|0.0138|2471|60.8|3.6|21.2|19.32184|38.44262|0.2915|0.3092|0|0|0.66078|+0.06589|-0.25360|8812.63|11127.21|-2613.13
2975.01|6948480|13.739|230.9398284|0.0116008|175.328387680|0.002596564|140.841687|67.87468|0.035368|0.004607|+0.002538|-0.006677|3.59|0.89|+1.45|-0.33|0.9043|0.3212|+0.0268|-0.6155|89.38|4.79439|0.35400|6008|177.5|161|-194|4.499|0.168|0.045|-0.291|0.995|0.124|0.122|-0.126|0.930|0.230|0.374|-0.086|0|0|0.6125|327|1055.8|73.8|16.2|19.45250|42.46953|0.3459|0.2914|0|0|1.71928|+16.57117|-0.71624|2.69|3.19|-0.75
2976.01|6438099|13.929|137.0223737|0.0030744|21.613194344|0.000074733|31.526114|15.65305|0.043440|0.010292|+0.007871|-0.012713|2.99|0.29|+0.42|-0.16|0.9696|0.1981|+0.1312|-0.2651|88.24|2.01978|0.21408|5254|153.5|167|-140|4.678|0.057|0.026|-0.088|0.690|0.0575|0.062|-0.053|0.631|0.061|0.088|-0.034|0|0|0.1344|502|1077.8|76.8|17.0|19.34804|41.86872|0.4101|0.2648|0|0|1.26891|+15.75068|-0.94006|15.03|7.09|-2.95
2977.01|11090556|12.355|131.8521580|0.0060160|2.788156794|0.000020209|5.641737|1.98767|0.007194|0.000291|+0.000119|-0.000462|0.77|0.20|+0.33|-0.07|0.5007|0.2399|+0.0612|-0.4187|84.80|3.32598|0.14622|6245|174.5|158|-191|4.463|0.174|0.051|-0.297|1.015|0.139|0.162|-0.116|0.981|0.255|0.417|-0.092|0|0|0.0390|1382|58.3|3.7|17.3|19.65775|48.63898|0.3155|0.3022|0|0|0.43698|+0.30791|-0.04714|861.28|1071.70|-236.61
2977.02|11090556|12.355|133.2285137|0.0053838|4.138275952|0.000026157|6.070656|2.60270|0.007873|0.001112|+0.001589|-0.000636|0.84|0.22|+0.36|-0.08|0.7654|0.3578|+0.1896|-0.5260|82.51|3.44919|0.16548|6245|174.5|158|-191|4.463|0.174|0.051|-0.297|1.015|0.139|0.162|-0.116|0.981|0.255|0.417|-0.092|0|0|0.0508|1211|62.2|4.3|17.2|19.65775|48.63898|0.3155|0.3022|0|0|0.24713|+0.63572|-0.21824|507.63|631.65|-139.46
2978.01|10686814|12.837|134.0298333|0.0058313|2.618457102|0.000020143|5.516389|1.33741|0.014857|0.000717|+0.000871|-0.000563|1.04|0.09|+0.07|-0.10|0.1870|0.2278|+0.2685|-0.1870|88.24|3.63917|0.26687|4266|131.5|128|-135|4.626|0.037|0.051|-0.023|0.638|0.0555|0.052|-0.059|0.643|0.052|0.041|-0.062|0|0|0.0320|844|278.5|19.0|18.3|19.93563|47.90485|0.5756|0.1590|0|0|0.46316|+0.11229|-0.20015|119.68|32.75|-33.76
2979.01|2720514|11.900|131.9350936|0.0027873|1.371294278|0.000005148|6.484304|2.56010|0.007376|0.000317|+0.000357|-0.000278|0.89|0.30|+0.50|-0.10|0.3778|0.2167|+0.0555|-0.3778|86.52|1.51655|0.09955|6220|175|153|-197|4.378|0.201|0.078|-0.324|1.066|0.1855|0.258|-0.113|1.108|0.373|0.621|-0.125|0|0|0.0247|1838|62.6|4.6|16.4|19.53805|37.98687|0.3239|0.3024|0|0|2.74275|+1.08288|-0.82048|2695.60|4538.42|-830.20
2980.01|9468551|13.929|132.2899436|0.0052907|1.638653058|0.000008952|6.500511|1.24377|0.012229|0.000596|+0.000869|-0.000323|1.31|0.34|+0.54|-0.13|0.0975|0.2265|+0.3555|-0.0975|89.38|1.94832|0.11914|6119|201|177|-225|4.472|0.1725|0.050|-0.295|1.039|0.155|0.177|-0.133|0.981|0.253|0.408|-0.097|0|0|0.0276|1609|177.2|13.2|15.9|19.55411|46.04171|0.3336|0.2961|0|0|1.93520|+0.37027|-0.82157|1585.07|1976.59|-477.08
2981.01|9076971|13.768|134.7521232|0.0073714|9.066894206|0.000069824|22.578653|4.72899|0.018897|0.000954|+0.000846|-0.001062|1.63|0.37|+0.56|-0.18|0.3314|0.2315|+0.1318|-0.3313|89.38|2.95702|0.17154|5142|182|204|-160|4.515|0.2815|0.075|-0.488|0.745|0.1015|0.145|-0.058|0.789|0.179|0.272|-0.085|0|0|0.0771|726|434.5|32.0|15.1|19.08478|45.44081|0.5167|0.1887|0|0|2.64871|+0.55476|-1.12664|65.52|72.91|-19.55
2982.01|8360640|12.538|135.1731709|0.0019103|4.022309329|0.000009436|29.573105|13.69836|0.014713|0.000795|+0.000533|-0.001058|1.31|0.33|+0.55|-0.10|0.5867|0.3581|+0.3557|-0.3606|88.81|0.86051|0.07956|5516|147.5|161|-134|4.556|0.1495|0.032|-0.267|0.878|0.0885|0.094|-0.083|0.818|0.202|0.338|-0.065|0|0|0.0474|1011|234.4|19.1|25.1|19.33626|44.37060|0.4313|0.2461|0|0|30.24108|+42.02329|-3.86262|246.75|306.14|-57.25
2983.01|5695904|12.279|132.1909543|0.0011863|0.423854343|0.000000575|3.087451|1.25204|0.014707|0.000470|+0.000525|-0.000416|0.59|0.08|+0.08|-0.09|0.3844|0.2298|+0.0752|-0.3844|83.08|1.00883|0.04854|3554|61|50|-72|4.888|0.065|0.070|-0.06|0.386|0.065|0.060|-0.07|0.370|0.055|0.050|-0.060|0|0|0.0080|1066|252.0|10.4|31.1|19.24799|40.98614|0.3765|0.3499|0|0|3.09902|+1.25673|-0.83457|305.42|110.75|-107.87
2984.01|7918652|11.637|136.3233910|0.0078000|11.455428356|0.000105882|18.036596|3.88000|0.007797|0.000374|+0.000539|-0.000209|1.02|0.29|+0.37|-0.20|0.0455|0.2259|+0.4064|-0.0454|89.95|4.88738|0.22050|6015|164|158|-170|4.256|0.204|0.185|-0.223|0.947|0.1275|0.153|-0.102|1.200|0.335|0.436|-0.233|0|0|0.0977|930|72.4|5.7|14.9|19.98047|43.62260|0.3379|0.2940|0|0|0.84586|+0.18196|-0.29333|176.74|187.65|-74.41
2985.01|8847111|12.881|132.0074372|0.0007678|0.575884447|0.000000491|1.244183|0.44568|0.155012|0.203265|+0.394638|-0.011892|17.45|5.08|+8.53|-1.64|1.1303|0.2066|+0.4082|-0.0049|24.64|2.08787|0.04102|6277|210|181|-239|4.449|0.1825|0.048|-0.317|1.085|0.1845|0.235|-0.134|1.031|0.300|0.504|-0.097|0|0|0.0140|2376|477.9|7.7|81.8|20.04795|45.09605|0.3144|0.3036|0|0|0.10986|+0.11806|-0.01409|7534.90|11178.84|-2240.49
2986.01|4568298|14.221|131.7480580|0.0027298|0.562555924|0.000001823|2.499225|0.21183|0.013672|0.000525|+0.000521|-0.000528|1.26|0.27|+0.44|-0.10|0.2043|0.2290|+0.2537|-0.2043|85.37|1.76199|0.08948|5811|164.5|158|-171|4.553|0.142|0.032|-0.252|0.929|0.099|0.091|-0.107|0.845|0.184|0.297|-0.071|0|0|0.0130|2067|222.5|12.6|21.4|19.56909|39.69009|0.3645|0.2836|0|0|0.93313|+0.07909|-0.35030|4311.60|4455.57|-1101.49
2987.01|4374339|11.778|132.1400637|0.0017557|0.993705278|0.000002262|9.391251|0.34890|0.007584|0.000386|+0.000477|-0.000295|1.31|0.54|+0.82|-0.27|0.1094|0.2290|+0.3487|-0.1093|89.38|0.81126|0.08429|6831|211.5|173|-250|4.179|0.2395|0.127|-0.352|1.380|0.278|0.291|-0.265|1.580|0.655|0.991|-0.320|0|0|0.0217|2571|65.6|5.5|18.1|19.59890|39.43042|0.2685|0.3215|0|0|15.86765|+0.58951|-10.27653|10330.94|19901.77|-4671.19
2989.01|6636320|13.563|137.1358678|0.0051662|6.331278405|0.000037707|15.035381|6.30581|0.017853|0.000802|+0.000402|-0.001201|1.48|0.25|+0.39|-0.11|0.5245|0.2511|+0.0892|-0.4130|88.24|2.80944|0.15807|5376|159.5|174|-145|4.604|0.095|0.027|-0.163|0.849|0.09|0.085|-0.095|0.758|0.127|0.199|-0.054|0|0|0.0633|821|364.5|25.0|16.5|19.93873|42.01814|0.4508|0.2345|0|0|1.60405|+1.34547|-0.12825|107.20|86.89|-24.31
