koi,koi,rprs,secthresh,maxrad,lhood_heb,pr_heb,lhood_heb_Px2,pr_heb_Px2,lhood_eb,pr_eb,lhood_eb_Px2,pr_eb_Px2,lhood_beb,pr_beb,lhood_beb_Px2,pr_beb_Px2,lhood_boxy,pr_boxy,lhood_long,pr_long,lhood_pl,pr_pl,lhood_tot,fp,FPP,kepid,period,rp,disposition,prob_ontarget,pos_prob_score,not_transitlike,significant_secondary,centroid_offset,ephem_match,MES,exception,has_ttv,n_cands
K02725.01,K02725.01,0.175,215.0,0.75,2.67e-13,5.44e-11,0.000151,0.00601,2.39e-16,2.01e-13,0.00273,0.556,2.48e-07,0.000593,0.000354,0.437,0.0,0.0,0.0,0.0,5.22e-20,7.04e-17,0.003235,0.006,1.0,6233573.0,0.587471324,,CANDIDATE,1.0,1.0,False,False,False,False,32.17619,,False,1.0
K02726.01,K02726.01,0.008,38.0,0.5,4.41e-12,1.12e-10,0.00292,0.00963,7.08e-07,6.68e-05,0.0238,0.339,0.00887,0.635,0.000401,0.0162,0.0,0.0,0.0,0.0,3.21e-08,0.000101,0.03599,0.148,1.0,10363281.0,0.934924347,,FALSE POSITIVE,2.6e-102,0.64,False,False,True,True,24.282368,,False,1.0
K02727.01,K02727.01,0.016,164.0,0.81,3.95e-08,7.8e-06,0.0198,0.0262,3.04e-08,2.39e-05,0.00303,0.0319,0.00405,0.325,0.00908,0.617,0.0,0.0,0.0,0.0,9.48e-09,8.72e-06,0.03596,0.2,1.0,4861527.0,25.7055456,,FALSE POSITIVE,4.8e-96,1.0,False,True,True,True,25.248903,,False,1.0
K02728.01,K02728.01,0.022,183.0,0.57,0.000158,3.52e-05,0.0112,9.79e-06,0.0027,0.00257,2.38e-15,1.75e-17,2.04e-05,1.08e-06,2.66e-09,7.58e-11,0.0,0.0,0.0,0.0,1.79,0.997,1.804,0.096,0.00262,4178606.0,42.3514267,,CANDIDATE,1.0,1.0,False,False,False,False,24.350986,,False,1.0
K02729.01,K02729.01,0.016,39.0,0.78,1.25e-12,3.72e-13,0.00133,2.45e-06,2.61e-11,4.24e-11,8.06e-05,2.2e-06,0.00158,4.71e-05,0.00181,3.99e-05,8.14e-05,5.96e-07,0.0,0.0,0.551,1.0,0.5559,0.197,9.21e-05,12008872.0,14.88801098,,CANDIDATE,1.0,0.99,False,False,False,False,26.30798,,False,1.0
K02730.01,K02730.01,0.009,24.0,0.75,1.18e-15,7.74e-17,0.0204,2.64e-05,8.69e-12,2.34e-12,0.000246,3.35e-06,0.00195,1.96e-05,0.000149,1.64e-06,6.18e-06,1.71e-08,0.0,0.0,1.32,1.0,1.343,0.12,5.11e-05,8415200.0,4.52158888,,CANDIDATE,1.0,1.0,False,False,False,False,23.945217,,False,1.0
K02731.01,K02731.01,0.017,62.0,0.5,2.51e-07,2.14e-09,0.000116,6.2e-08,0.00271,8.65e-05,0.00064,3.27e-06,0.0178,3.79e-05,0.0252,4.5e-05,4.67e-05,9.44e-09,0.0,0.0,5.86,1.0,5.907,0.217,0.000173,4072333.0,2.007752126,,FALSE POSITIVE,5.6e-58,1.0,False,False,True,False,19.189056,,False,1.0
K02732.01,K02732.01,0.008,13.0,0.72,1.18e-20,2.04e-21,2.56e-05,3.27e-08,5.85e-24,4.11e-24,3.65e-09,3.42e-11,1.58e-06,2.81e-08,5.86e-08,8.15e-10,0.000182,7.56e-07,0.0,0.0,0.843,1.0,0.8432,0.136,8.17e-07,9886361.0,7.03144308,,CONFIRMED,1.0,1.0,False,False,False,False,25.467813,,False,4.0
K02732.02,K02732.02,0.009,18.0,0.75,7.37e-18,9.66e-18,2.53e-05,1.26e-07,6.14e-20,3.1e-19,4.13e-11,1.18e-12,1.92e-06,1.76e-07,1.53e-09,8.62e-11,0.00044,9.51e-06,0.0,0.0,0.207,1.0,0.2075,0.144,9.81e-06,9886361.0,13.61159129,,CANDIDATE,1.0,0.88,False,False,False,False,21.386562,,False,4.0
K02732.03,K02732.03,0.013,55.0,1.17,0.000141,0.000114,0.000179,5.89e-07,0.000996,0.00289,6.55e-05,1.86e-06,0.000215,5.22e-05,4.17e-05,3.21e-06,0.00342,9.51e-05,0.0,0.0,0.264,0.997,0.2691,0.21,0.00315,9886361.0,54.2812031,,CONFIRMED,1.0,0.97,False,False,False,False,15.22151,,False,4.0
K02732.04,K02732.04,0.007,55.0,2.01,2.77e-15,6.8e-15,0.000213,1.82e-06,4.84e-12,4.24e-11,3.01e-06,1.58e-07,0.000104,0.000171,3.56e-05,4.71e-05,0.00281,0.000145,0.0,0.0,0.171,1.0,0.1742,0.107,0.000366,9886361.0,24.5607763,,CANDIDATE,1.0,0.05,False,False,False,False,9.6855755,,False,4.0
K02733.01,K02733.01,0.018,45.0,0.69,1.69e-15,4.96e-17,0.0259,7.65e-06,5.66e-15,5.65e-16,0.00106,1.56e-06,0.106,0.00118,0.00457,4.76e-05,5.02e-07,7.68e-10,0.0,0.0,3.73,0.999,3.868,0.139,0.00124,5953297.0,5.62005172,,CANDIDATE,1.0,1.0,False,False,False,False,20.872066,,False,1.0
K02734.01,K02734.01,0.036,159.0,2.43,1.13e-06,7.52e-09,0.109,6.99e-05,0.00261,5.7e-05,0.075,0.000276,0.281,0.00447,0.617,0.0107,0.0,0.0,0.0,0.0,6.97,0.984,8.055,0.196,0.0156,7659389.0,3.82590987,,CANDIDATE,0.67,0.9,False,False,False,False,23.65305,,False,1.0
K02735.01,K02735.01,0.015,39.0,1.11,0.00192,2.48e-07,0.0611,1.02e-05,0.00478,3.37e-06,0.856,0.00115,1.26,0.00152,33.9,0.0662,0.0,0.0,0.0,0.0,27.5,0.931,63.58,0.13,0.0688,9472074.0,0.558841307,,CANDIDATE,1.0,1.0,False,False,False,False,23.262375,,False,1.0
K02736.01,K02736.01,0.034,232.0,1.2,3.15e-09,5.09e-11,0.000469,1.46e-07,7.13e-08,3.49e-09,3.95e-07,8.81e-10,0.0112,5.44e-05,0.000155,4.5e-07,6.51e-06,3.55e-09,0.0,0.0,9.59,1.0,9.602,0.208,5.5e-05,10842192.0,9.33646594,,CANDIDATE,0.19,1.0,False,False,False,False,21.292221,,False,1.0
K02737.01,K02737.01,0.007,46.0,0.5,8.84e-09,2.76e-10,0.0038,9.39e-05,2.14e-12,2.98e-13,0.0228,0.0026,0.28,0.0633,2.96,0.449,0.0,0.0,0.0,0.0,0.0856,0.485,3.352,0.073,0.515,6614629.0,0.526615575,,FALSE POSITIVE,3.7e-104,1.0,False,True,True,False,23.481,,False,1.0
K02738.01,K02738.01,0.012,69.0,0.5,1.42e-138,2.89e-135,6.86e-35,1.39e-32,6.7e-199,3.8e-195,5.02e-33,7.97e-30,1.32e-11,4.93e-08,1.33e-06,0.00339,0.0,0.0,0.00805,0.997,2.66e-14,1.73e-09,0.008051,0.093,1.0,6630943.0,0.690405849,,FALSE POSITIVE,5.2e-101,1.0,False,True,True,False,28.966898,,False,1.0
K02739.01,K02739.01,0.015,62.0,0.69,5.84e-08,5.77e-09,0.000344,2.36e-07,8.08e-07,3.48e-07,4.65e-07,3.78e-09,0.00122,1.74e-05,9.18e-05,7.03e-07,0.0016,2.66e-06,0.0,0.0,2.05,1.0,2.053,0.184,2.14e-05,4831728.0,10.10769068,,CANDIDATE,1.0,1.0,False,False,False,False,21.898075,,False,2.0
K02739.02,K02739.02,0.009,48.0,2.34,3.71e-13,3.84e-13,0.00522,0.000107,1.49e-09,6.62e-09,0.000276,5.57e-05,0.00154,0.00346,0.0325,0.0692,0.000232,7.61e-06,0.000439,1.44e-05,0.154,0.927,0.1942,0.108,0.0728,4831728.0,7.09559216,,CANDIDATE,0.97,0.05,False,False,False,False,9.19343,,False,2.0
K02740.01,K02740.01,0.009,40.0,0.5,4.71e-08,5.27e-08,0.0034,0.000134,0.000348,0.00144,0.115,0.0428,0.0899,0.0424,1.51,0.46,0.0,0.0,0.0,0.0,0.0275,0.453,1.746,0.11,0.547,3336765.0,1.844860958,,FALSE POSITIVE,4.1e-53,0.99,False,True,True,False,22.457638,,False,1.0
K02741.01,K02741.01,0.006,4.0,1.95,1.86e-127,1.87e-124,1.38e-18,1.84e-16,4.79e-122,1.2e-118,8.71e-20,9.11e-17,5.2e-178,3.86e-174,4.83e-56,4.53e-52,0.0,0.0,0.00833,1.0,8.48e-25,5.46e-20,0.00833,0.073,1.0,5513893.0,0.755102937,,FALSE POSITIVE,1.0,0.05,False,False,False,True,21.292976,,False,1.0
K02742.01,K02742.01,0.013,41.0,0.72,2.83e-05,5.26e-08,0.171,2.39e-05,0.000216,1.56e-06,0.193,0.000195,0.559,0.00153,1.23,0.00306,0.0,0.0,0.0,0.0,35.9,0.995,38.05,0.094,0.00481,5980208.0,0.789161653,,CANDIDATE,1.0,1.0,False,False,False,False,20.967766,,False,1.0
K02743.01,K02743.01,0.014,53.0,0.75,4.34e-05,5.68e-06,0.00611,6.12e-06,0.00224,0.00107,0.00134,1.01e-05,0.00378,9.2e-05,0.000505,7.92e-06,0.000357,1.31e-06,0.0,0.0,2.08,0.999,2.094,0.131,0.0012,8095441.0,11.87456832,,CANDIDATE,0.99,1.0,False,False,False,False,19.261105,,False,1.0
K02744.01,K02744.01,0.031,223.0,0.75,0.000257,5.51e-05,0.000197,4.64e-07,0.00308,0.00326,0.00559,0.000173,0.00164,9.93e-05,1.64e-05,5.48e-07,0.00175,3.71e-05,0.0,0.0,0.847,0.996,0.8595,0.181,0.00363,5881813.0,109.6471842,,CANDIDATE,1.0,1.0,False,False,False,False,22.759687,,False,2.0
K02744.02,K02744.02,0.018,126.0,1.77,0.00491,0.00216,0.261,0.00138,0.00506,0.0102,0.259,0.0138,0.231,0.11,0.427,0.127,0.00196,1.58e-05,0.0,0.0,0.369,0.735,1.559,0.197,0.265,5881813.0,11.6153141,,CANDIDATE,0.81,0.05,False,False,False,False,9.496808,,False,2.0
K02745.01,K02745.01,0.022,106.0,0.66,1.36e-06,4.96e-08,9.65e-06,4.04e-09,0.00101,0.000185,0.00566,2.08e-05,0.00874,2.62e-05,0.000119,2.4e-07,1.05e-05,1.24e-08,0.0,0.0,4.22,1.0,4.236,0.215,0.000232,12456601.0,15.64591713,,CANDIDATE,1.0,0.95,False,False,False,False,24.633865,,False,1.0
K02746.01,K02746.01,0.327,607.0,0.5,0.0515,0.0594,0.207,0.00574,0.154,0.77,0.215,0.0697,0.126,0.0493,0.256,0.0446,0.0,0.0,0.0,0.0,0.0324,0.00161,1.042,0.001,0.998,5302643.0,69.2004227,,FALSE POSITIVE,2.9e-57,1.0,False,False,True,False,23.501665,,False,1.0
K02747.01,K02747.01,0.017,91.0,0.63,1.38e-13,5.42e-15,0.0083,7.13e-06,1.1e-13,1.55e-14,0.00147,6.61e-06,0.121,0.000781,0.0686,0.000346,4.9e-06,9.34e-09,0.0,0.0,3.14,0.999,3.339,0.135,0.00114,6586746.0,6.26406846,,CANDIDATE,1.0,1.0,False,False,False,False,17.939636,,False,1.0
K02748.01,K02748.01,0.014,43.0,1.05,4.44e-26,7.38e-26,6.88e-07,6.09e-09,3.34e-22,2.11e-21,1.11e-07,7.08e-09,0.000251,0.000168,2.81e-07,1.62e-07,0.000319,1.32e-05,0.0,0.0,0.124,1.0,0.1246,0.189,0.000182,9962455.0,23.198681,,CANDIDATE,1.0,0.91,False,False,False,False,23.047523,,False,2.0
K02748.02,K02748.02,0.011,43.0,1.92,3.68e-13,1.21e-12,0.000434,2.76e-05,2.77e-10,3.98e-09,0.000169,7.23e-05,0.000198,0.00177,0.000205,0.00161,0.00438,0.000545,0.0,0.0,0.0255,0.996,0.03089,0.152,0.00402,9962455.0,5.77721211,,CANDIDATE,1.0,0.57,False,False,False,False,14.421885,,False,2.0
K02749.01,K02749.01,0.006,17.0,0.5,0.000861,2.4e-05,0.251,0.000995,0.0021,0.000179,0.179,0.00287,0.25,0.0125,0.0411,0.00119,0.0,0.0,0.0,0.0,0.294,0.982,1.018,0.102,0.0177,8687088.0,0.90503734,,FALSE POSITIVE,7.1e-104,1.0,False,True,False,False,22.087315,,False,1.0
K02750.01,K02750.01,0.046,700.0,4.0,3.36e-06,8.21e-06,6.05e-06,1.63e-07,0.000275,0.0028,0.00158,0.000473,0.000338,0.0133,6.11e-07,1.42e-05,0.000585,0.000158,0.0,0.0,0.274,0.983,0.2768,0.052,0.0168,3663173.0,174.639617,,CANDIDATE,,0.0,False,False,False,False,27.623411,,False,1.0
K02751.01,K02751.01,0.034,258.0,1.68,2.78e-07,7.94e-09,0.000507,1.01e-07,6.52e-07,5.88e-08,0.000605,8.19e-07,0.0169,0.000487,0.000554,1.33e-05,3.92e-05,5.83e-08,0.0,0.0,6.57,0.999,6.589,0.211,0.000502,9881077.0,24.4002549,,CANDIDATE,1.0,0.95,False,False,False,False,20.042608,,False,1.0
K02752.01,K02752.01,0.006,14.0,0.5,0.397,0.00593,0.841,0.0037,0.777,0.0542,2.9,0.0698,2.59,0.166,2.11,0.09,0.0,0.0,0.0,0.0,0.613,0.611,10.23,0.067,0.389,5717567.0,1.287629248,,FALSE POSITIVE,1.1e-100,1.0,False,False,True,False,19.71874,,False,1.0
K02753.01,K02753.01,0.007,13.0,0.63,1.68e-10,4.39e-13,0.0229,4.28e-06,2.4e-07,2.34e-09,0.0109,2.05e-05,0.0729,8.84e-05,0.025,3.11e-05,2.64e-06,4.31e-10,0.0,0.0,9.96,1.0,10.09,0.095,0.000144,6265792.0,0.935118057,,CANDIDATE,1.0,1.0,False,False,False,False,18.45239,,False,1.0
K02754.01,K02754.01,0.007,13.0,0.93,7.2e-12,1.53e-13,0.00292,2.67e-06,3.69e-10,3.25e-11,0.00127,1.12e-05,0.00526,0.000104,9.04e-05,1.42e-06,3.03e-05,5.99e-08,0.0,0.0,3.34,1.0,3.35,0.039,0.00012,10905911.0,1.341555127,,CANDIDATE,0.82,1.0,False,False,False,False,19.622852,,False,1.0
K02755.01,K02755.01,0.008,18.0,0.9,1.19e-08,1.51e-09,0.0912,5.67e-05,1.93e-09,9.33e-10,0.0165,8.16e-05,0.101,0.00627,0.0192,0.00106,5.89e-06,1.71e-08,0.0,0.0,4.18,0.993,4.408,0.062,0.00747,3545135.0,8.48293296,,CANDIDATE,1.0,0.95,False,False,False,False,18.496058,,False,1.0
K02756.01,K02756.01,0.01,17.0,0.51,3.05e-10,1.86e-13,3.28e-05,2.52e-09,5.95e-17,1.75e-19,1.5e-05,9.69e-09,2.48e-10,1.15e-13,8.67e-06,4.96e-09,0.0,0.0,6.16e-05,2.88e-09,28.8,1.0,28.8,0.107,2e-08,6964929.0,0.665026916,,CANDIDATE,1.0,1.0,False,False,False,False,23.361795,,False,2.0
K02757.01,K02757.01,0.026,264.0,0.66,1.43e-07,7.34e-06,2.11e-17,8.97e-18,5.92e-06,0.00107,3.06e-28,1.21e-27,6.25e-08,4.42e-07,3.53e-07,2.52e-06,0.00453,0.0373,0.0,0.0,0.00387,0.962,0.008406,0.205,0.0384,6432345.0,234.635379,,CANDIDATE,1.0,1.0,False,False,False,False,21.457245,,False,1.0
K02758.01,K02758.01,0.03,322.0,1.47,1.91e-107,5.84e-104,5.82e-37,3.33e-36,3.52e-11,4.92e-07,1.7e-12,1.52e-10,1.39e-113,2.74e-110,7.65e-12,1.41e-08,0.00471,0.998,0.0,0.0,4.27e-07,0.0015,0.00471,0.069,0.999,8703129.0,253.355007,,CANDIDATE,1.0,1.0,False,False,False,False,19.246414,,False,1.0
K02759.01,K02759.01,0.011,42.0,0.54,0.00379,1.9e-05,0.986,0.000423,0.00595,9.53e-05,0.879,0.00314,2.9,0.00267,13.5,0.011,0.0,0.0,0.0,0.0,12.6,0.983,30.87,0.088,0.0173,11076400.0,1.078084397,,CANDIDATE,1.0,1.0,False,False,False,False,17.8591,,False,1.0
K02760.01,K02760.01,0.032,192.0,1.56,7.76e-06,8.32e-07,0.00828,7.53e-06,1.31e-05,4.03e-06,0.000347,2e-06,0.0173,0.00274,0.00215,0.000114,0.000155,1.39e-06,0.0,0.0,1.83,0.997,1.858,0.208,0.00287,7877978.0,56.5735997,,CANDIDATE,0.59,0.98,False,False,False,False,19.39103,,False,1.0
K02761.01,K02761.01,0.024,222.0,0.5,4.58e-17,1.06e-16,1.49e-05,2.6e-06,3.9e-11,3.59e-10,0.00101,0.00129,0.146,0.111,1.74,0.884,0.0,0.0,0.0,0.0,8e-05,0.00383,1.887,0.219,0.996,7903086.0,1.846862116,,FALSE POSITIVE,2.1e-104,0.5,False,True,True,False,18.519693,,False,1.0
K02762.01,K02762.01,0.035,307.0,0.57,3.81e-17,9e-18,1.25e-08,2.44e-11,2.37e-10,1.62e-10,8.71e-12,1.14e-13,0.00144,2.3e-05,9.04e-06,8.5e-08,0.00231,7.24e-05,0.0,0.0,0.98,1.0,0.9838,0.201,9.55e-05,8210018.0,132.9968322,,CANDIDATE,1.0,1.0,False,False,False,False,23.503172,,False,1.0
K02763.01,K02763.01,0.014,223.0,0.87,1.88e-09,4.12e-13,0.00231,2.71e-07,5.53e-09,5.74e-12,0.00535,4.44e-06,0.716,0.00094,1.48,0.00139,0.0,0.0,7.17e-06,2.37e-10,47.1,0.998,49.3,0.104,0.00233,3834322.0,0.498434479,,FALSE POSITIVE,1.0,0.78,False,True,False,False,14.071425,,False,1.0
K02764.01,K02764.01,0.02,87.0,2.04,2.26e-15,1.48e-17,6.65e-05,2.61e-08,1.41e-16,3.09e-18,2.94e-06,8.11e-09,0.149,0.00195,0.0431,0.000491,0.0,0.0,0.0,0.0,16.6,0.998,16.79,0.116,0.00244,10073672.0,2.2529737,,CANDIDATE,,0.0,False,False,False,False,21.731781,,False,1.0
K02765.01,K02765.01,0.009,14.0,3.3,3.35e-27,2.43e-25,1.19e-08,3.56e-08,8.52e-19,2.62e-16,4.75e-06,0.000118,2.58e-05,0.00669,0.00303,0.992,0.0,0.0,0.000391,0.00108,2.1e-24,2.79e-21,0.003452,0.143,1.0,11188249.0,2.75505684,,FALSE POSITIVE,0.0003,0.15,False,False,True,False,22.243484,,False,1.0
K02766.01,K02766.01,0.164,92.0,0.5,5.73e-118,1.04e-114,5.15e-25,7.71e-23,1.96e-114,1.39e-110,3.33e-16,3.74e-13,0.0,0.0,1.05e-39,1.61e-36,0.0,0.0,0.00874,1.0,5.92e-72,5.9e-69,0.00874,0.001,1.0,4677282.0,1.572174976,,FALSE POSITIVE,5.8e-96,0.12,False,True,True,True,25.102625,,False,1.0
K02767.01,K02767.01,0.009,23.0,1.08,3.57e-43,2.09e-40,9.08e-19,1.7e-16,1.58e-43,5.18e-40,1.68e-23,2.27e-20,3.55e-186,9.84e-183,6.22e-12,1.93e-08,0.0,0.0,0.00822,1.0,1.84e-180,9.91e-176,0.00822,0.099,1.0,5097470.0,1.28806193,,FALSE POSITIVE,5.7e-22,0.88,False,True,True,True,21.704002,,False,1.0
K02768.03,K02768.03,0.012,118.0,1.95,1.27e-28,4.16e-27,1.61e-05,3.83e-06,6.89e-37,8.93e-35,7.48e-09,1.82e-08,0.00189,0.0421,0.00331,0.0416,3.34e-05,2.56e-05,0.00633,0.00487,0.00782,0.911,0.0194,0.118,0.0886,9008737.0,11.833458,,CANDIDATE,0.99,0.56,False,False,False,False,12.977102,,False,1.0
K02769.01,K02769.01,0.012,57.0,1.08,6.86e-17,5.85e-16,4.19e-05,4.16e-05,2.37e-10,1.05e-08,0.00121,0.0111,0.00118,0.00907,0.16,0.98,0.0,0.0,0.0,0.0,6.28e-23,2.38e-20,0.1624,0.157,1.0,9692128.0,1.480324339,,FALSE POSITIVE,1.0,1.0,False,True,True,True,28.602177,,False,1.0
K02770.01,K02770.01,0.031,362.0,6.3,,,,,,,,,,,,,,,,,,,,,,10917043.0,205.38445,,CANDIDATE,,0.0,False,False,False,False,19.477032,2017-08-16,False,1.0
K02771.01,K02771.01,0.011,13.0,4.0,1.51e-42,2.21e-38,2.27e-08,6.46e-05,9.71e-56,4.25e-51,2.59e-06,0.0336,8.54e-25,8.75e-19,1.45e-06,0.966,0.0,0.0,0.0,0.0,5.77e-59,1.69e-52,4.063e-06,0.204,1.0,11456382.0,0.814280416,,FALSE POSITIVE,0.0,1.0,False,False,True,True,19.618076,,False,1.0
K02772.01,K02772.01,0.01,18.0,0.5,4.62e-13,3.39e-16,0.00168,2.8e-07,4.37e-07,9.42e-10,0.0261,2.96e-05,0.2,6.99e-05,0.231,0.000105,0.0,0.0,0.0,0.0,22.9,1.0,23.36,0.085,0.000205,11966253.0,0.643468765,,FALSE POSITIVE,1.2e-95,0.95,False,False,True,False,19.041948,,False,1.0
K02773.01,K02773.01,0.015,220.0,0.5,1.68e-08,9.72e-11,0.0102,5.71e-06,1.93e-05,3.94e-07,0.127,0.000568,2.96,0.0144,6.95,0.0206,0.0,0.0,0.0,0.0,7.21,0.964,17.26,0.142,0.0356,3130548.0,0.878858001,,FALSE POSITIVE,0.99,1.0,False,True,True,False,21.20014,,False,1.0
K02774.01,K02774.01,0.082,3412.0,2.25,6.12e-24,1.5e-22,5.95e-25,2.18e-24,2.11e-37,2.1e-35,9.56e-20,1.43e-18,3.33e-05,0.00321,2.86e-19,1.46e-17,0.0,0.0,0.00636,0.00454,0.0114,0.992,0.01779,0.06,0.00774,9593757.0,2.494316819,,FALSE POSITIVE,0.0,1.0,False,True,True,True,127.679855,,False,1.0
K02775.01,K02775.01,0.277,199.0,2.58,0.332,0.0218,1.08,0.00153,1.4,0.462,2.41,0.0324,2.02,0.311,1.43,0.167,0.0,0.0,0.0,0.0,0.181,0.00424,8.853,0.007,0.996,6346809.0,17.57706436,,CANDIDATE,1.0,0.73,False,False,False,False,17.978474,,False,1.0
K02776.01,K02776.01,0.011,26.0,0.5,1.48e-10,6.71e-13,0.0112,3.37e-06,1.85e-06,2.79e-08,0.0427,0.000118,0.19,0.000439,0.57,0.00144,0.0,0.0,0.0,0.0,11.0,0.998,11.81,0.103,0.002,4275117.0,1.00652733,,FALSE POSITIVE,1.1e-100,1.0,False,False,True,False,18.699873,,False,1.0
K02777.01,K02777.01,0.013,50.0,1.83,3.24e-127,1.57e-123,1.72e-40,3.78e-38,2.35e-98,4.29e-94,2.95e-43,5.5e-40,2.52e-62,4.33e-58,2.31e-15,3.67e-11,0.0,0.0,0.00826,1.0,2.75e-132,1.07e-127,0.00826,0.111,1.0,6545051.0,1.9956603,,FALSE POSITIVE,0.89,0.67,False,False,True,True,19.357489,,False,1.0
K02778.01,K02778.01,0.017,55.0,0.99,5.76e-10,8.98e-12,0.00295,2.2e-06,3.57e-06,2.3e-07,0.00296,1.99e-05,0.0583,0.000644,0.0749,0.000734,0.000514,2.01e-07,0.0,0.0,4.62,0.999,4.76,0.18,0.0014,7769819.0,2.215710358,,CANDIDATE,1.0,1.0,False,False,False,False,19.137062,,False,1.0
K02779.01,K02779.01,0.02,100.0,0.75,3.79e-12,3.32e-09,2.39e-05,0.000139,1.96e-10,7.44e-07,2.6e-06,0.00012,4.88e-05,0.00933,4.93e-05,0.00448,0.00554,0.216,0.0,0.0,0.000136,0.77,0.005801,0.214,0.23,11874577.0,34.4584231,,CANDIDATE,0.73,0.98,False,False,False,False,20.600353,,False,1.0
K02780.01,K02780.01,0.017,94.0,0.96,4.59e-14,5.76e-16,0.000156,1.1e-07,4.21e-09,2.3e-10,0.000297,1.57e-06,0.0128,8.4e-05,0.000844,6.22e-06,0.00104,7.18e-07,0.0,0.0,3.46,1.0,3.475,0.186,9.26e-05,12164564.0,3.35183158,,CANDIDATE,1.0,0.85,False,False,False,False,19.189625,,False,1.0
K02781.01,K02781.01,0.006,32.0,0.57,9.09e-16,3.03e-17,6.66e-05,1.97e-07,1.74e-09,2.82e-10,0.000937,1.62e-05,0.0216,0.00137,0.176,0.00745,0.0,0.0,0.000199,6.18e-07,8.16,0.991,8.359,0.012,0.00883,8190354.0,1.61574824,,FALSE POSITIVE,1.4e-33,0.95,False,True,True,False,17.112947,,False,1.0
K02782.01,K02782.01,0.327,708.0,0.5,0.00416,0.0316,0.173,0.0321,0.0106,0.391,0.2,0.394,0.0819,0.0456,0.351,0.104,0.0,0.0,0.0,0.0,0.00384,0.000956,0.8245,0.001,0.999,10275805.0,112.645118,,FALSE POSITIVE,4.6e-101,1.0,False,True,True,False,16.408922,,False,1.0
K02783.01,K02783.01,0.01,63.0,0.5,2.64e-16,6.99e-19,7.31e-06,8.59e-09,1.49e-42,1.71e-44,5e-08,4.11e-10,2.75,0.0213,14.7,0.0988,0.0,0.0,0.000316,1.54e-07,30.1,0.88,47.55,0.012,0.12,5709889.0,0.526888071,,CANDIDATE,2.1e-99,1.0,False,False,False,False,17.444357,,False,1.0
K02784.01,K02784.01,0.008,16.0,7.8,7.45e-06,3.67e-07,0.0437,2.55e-05,0.0101,0.00199,0.0442,0.000187,0.249,0.881,0.000107,0.000252,0.0,0.0,0.0,0.0,0.154,0.117,0.5011,0.155,0.883,3119256.0,4.14245284,,CANDIDATE,0.074,0.4,False,False,False,False,19.151686,,False,1.0
K02785.01,K02785.01,0.015,37.0,0.5,2.11e-15,8.58e-17,6.63e-05,5.65e-08,2.15e-15,3.51e-16,1.39e-07,1.17e-09,1.38e-05,4.11e-08,9.08e-08,3.25e-10,0.000758,1.19e-06,0.0,0.0,1.37,1.0,1.371,0.211,1.29e-06,10001368.0,4.7683049,,CANDIDATE,1.0,1.0,False,False,False,False,31.285711,,False,1.0
K02786.01,K02786.01,0.015,72.0,0.78,1.34e-05,9.13e-06,7.63e-07,2.42e-09,0.00122,0.0034,6.47e-08,1.94e-09,9.88e-06,1.62e-06,1.31e-07,8.59e-09,0.000909,1.77e-05,0.0,0.0,0.313,0.997,0.3152,0.203,0.00343,9466429.0,44.6169557,,CANDIDATE,1.0,1.0,False,False,False,False,20.535194,,False,1.0
K02787.01,K02787.01,0.007,9.0,0.5,1.47e-25,1.15e-21,1.35e-06,0.000488,4.43e-16,1.13e-11,0.000225,0.629,6.48e-10,2.37e-06,5.7e-06,0.0197,0.0,0.0,0.000716,0.311,1.93e-07,0.0394,0.0009482,0.101,0.961,4365442.0,1.714411487,,FALSE POSITIVE,1e-95,0.01,False,False,True,True,22.083504,,False,1.0
K02788.01,K02788.01,0.011,44.0,0.5,3.23e-09,1.16e-11,0.00895,5.48e-06,1.26e-06,1.63e-08,0.0575,0.000285,0.341,0.000587,1.02,0.0014,0.0,0.0,0.0,0.0,4.68,0.998,6.107,0.111,0.00227,9943435.0,0.777664267,,FALSE POSITIVE,1.6e-95,0.05,False,True,True,False,26.196651,,False,1.0
K02789.01,K02789.01,0.014,37.0,1.08,4.74e-06,8.04e-08,0.00944,7.2e-06,0.00373,0.000261,0.0118,7.4e-05,0.0153,0.000143,0.000733,8.34e-06,0.000501,3.71e-07,0.0,0.0,2.38,1.0,2.422,0.205,0.000494,8885643.0,3.40165668,,CANDIDATE,1.0,0.99,False,False,False,False,18.495872,,False,1.0
K02790.01,K02790.01,0.012,48.0,1.41,5.84e-11,5.05e-12,0.00293,1.01e-06,1.03e-13,3.25e-14,1.99e-05,5.61e-08,0.018,0.00432,0.00132,0.000191,0.000238,7.41e-07,0.0,0.0,4.32,0.995,4.343,0.095,0.00452,5652893.0,14.00947528,,CANDIDATE,0.5,0.99,False,False,False,False,19.981058,,False,1.0
K02791.01,K02791.01,0.016,77.0,1.59,6.17e-06,2.14e-06,0.00162,3.14e-06,3.36e-06,3.78e-06,0.000387,6.29e-06,0.00149,0.00029,0.000685,9.75e-05,0.00054,6.17e-06,0.0,0.0,0.642,1.0,0.6467,0.193,0.000409,11662184.0,27.5722742,,CANDIDATE,1.0,0.88,False,False,False,False,19.55986,,False,1.0
