koi,koi.1,rprs,secthresh,maxrad,lhood_heb,pr_heb,lhood_heb_Px2,pr_heb_Px2,lhood_eb,pr_eb,lhood_eb_Px2,pr_eb_Px2,lhood_beb,pr_beb,lhood_beb_Px2,pr_beb_Px2,lhood_boxy,pr_boxy,lhood_long,pr_long,lhood_pl,pr_pl,lhood_tot,fp,FPP,kepid,period,rp,disposition,prob_ontarget,pos_prob_score,not_transitlike,significant_secondary,centroid_offset,ephem_match,MES,exception,has_ttv,n_cands,FPP_max,FPP_std,kepnum
K01751.01,K01751.01,0.031,111.0,0.5,2.2478e-10,1.82599e-12,3.4439e-06,5.2442e-10,5.8770343575e-05,2.6770152264e-06,1.12028e-09,1.05875e-12,0.0021152,2.7642e-06,8.1868e-08,6.6536e-11,0.0,0.0,0.0,0.0,15.5,1.0,15.3,0.193,5.441e-06,9729691,8.689307296,2.91053750312,CANDIDATE,1.0,1.0,False,False,False,False,61.70161,,True,2,8.22e-06,1.76933414971e-06,Kepler-949 b
K01781.01,K01781.01,0.04,51.0,0.5,1.00670397001e-13,4.83401911003e-16,1.3192e-07,4.9368e-12,1.94459e-13,3.41699e-15,7.6224e-14,1.34833e-17,0.0004865,1.6034e-07,1.08050000122e-14,2.81200000292e-18,0.0,0.0,0.0,0.0,28.47,1.0,28.2,0.171,1.6034e-07,11551692,7.834427877,3.26700774019,CANDIDATE,1.0,1.0,False,False,False,False,246.83098,,False,3,3.92e-07,1.15721573903e-07,Kepler-411 c
K01787.01,K01787.01,0.081,349.0,0.5,0.000551333,0.0001320807,6.5967e-08,4.1507e-10,0.002067,0.0021578,2.90519e-06,9.7006e-08,0.0005776,2.158e-05,9.41646744e-11,1.212059568e-12,0.0,0.0,0.0,0.0,1.951,0.9977,1.953,0.063,0.002312,5864975,98.7180406,8.98285369205,CANDIDATE,1.0,1.0,False,False,False,False,109.03999,,False,1,0.00357,0.00107409703679,Kepler-950 b
K01788.01,K01788.01,0.07,307.0,0.5,2.3023477e-16,3.0537819e-17,2.75880000588e-28,4.18230000817e-31,4.379e-07,6.3842e-07,2.3e-08,5.345e-10,0.0002457,5.639e-06,7.4981032e-10,6.7280931e-12,0.0,0.0,0.0,0.0,5.151,1.0,5.2,0.056,6.28e-06,2975770,71.52530845,5.58749921921,CANDIDATE,1.0,1.0,False,False,False,False,123.826996,,False,2,1.37e-05,3.22153172678e-06,Kepler-951 b
K01790.01,K01790.01,0.071,260.0,0.5,0.0002907,5.954e-05,4.57600024957e-10,2.41500013626e-12,0.0015494,0.0014786,0.005581,0.00015755,0.0011147,1.1347e-05,4.6087e-08,3.1864e-10,0.0,0.0,0.0,0.0,2.688,0.9984,2.678,0.057,0.001707,6504954,130.3546919,7.64933441118,CANDIDATE,1.0,1.0,False,False,False,False,114.09167,,False,1,0.00219,0.000355310505833,Kepler-952 b
K01792.01,K01792.01,0.039,77.0,0.5,3.749e-24,2.0821e-24,4.16670496032e-62,6.89466228245e-65,0.0,0.0,3.3168e-261,1.4552e-263,1.7894e-07,1.78911e-08,7.290006222e-17,2.2510020808e-18,0.0,0.0,0.0,0.0,0.5718,1.0,0.583,0.097,1.78911e-08,8552719,88.40655258,4.20599985137,CANDIDATE,1.0,1.0,False,False,False,False,163.83382,,False,3,5.01e-08,1.9083722642e-08,Kepler-953 b
K01792.03,K01792.03,0.011,22.0,0.72,7.95558e-59,1.754464e-58,1.2015e-08,1.06412e-10,2.6564e-50,1.7634e-49,6.07027128e-18,1.16625821e-19,0.003564,0.0015386,2.2079e-15,5.7102e-16,0.0,0.0,0.0,0.0,0.1261,0.9986,0.1297,0.109,0.0015386,8552719,9.10967112,1.18630765039,CANDIDATE,1.0,1.0,False,False,False,False,32.4203,,False,3,0.00246,0.000563332978304,Kepler-953 c
K01797.01,K01797.01,0.028,57.0,0.57,6.44541401e-14,9.14498553e-16,6.93881e-07,7.02422e-11,5.7665385e-08,2.2332358e-09,6.8864e-14,3.33975e-17,0.005678,1.5862e-05,3.34371e-08,5.6353e-11,0.0,0.0,0.0,0.0,11.08,1.0,11.11,0.215,1.5862e-05,10676014,16.78176602,2.32049147902,CANDIDATE,1.0,1.0,False,False,False,False,91.408615,,False,1,1.98e-05,4.00546792939e-06,Kepler-954 b
K01801.01,K01801.01,0.034,98.0,0.5,1.40322e-06,1.61027e-07,5.258e-07,6.759e-10,3.3354e-06,2.5447e-06,1.25500001592e-08,1.20000001505e-10,0.0009202,1.3131e-05,2.47124e-10,2.24931e-12,0.0,0.0,0.0,0.0,1.241,1.0,1.251,0.174,1.5833e-05,5088591,14.53244172,3.12546648362,CANDIDATE,1.0,1.0,False,False,False,False,67.8992,,False,1,3.41e-05,1.00417351865e-05,Kepler-955 b
K01802.01,K01802.01,0.024,31.0,0.5,0.011054,0.0001555,0.001755,8.582e-07,0.0376493,0.00239901,0.00039141,8.02e-07,0.0026397,3.3419e-06,2.4751e-06,3.3683e-09,0.0,0.0,0.0,0.0,5.844,0.9976,5.778,0.162,0.0025593,11298298,5.248672631,3.00180871402,CANDIDATE,1.0,1.0,False,False,False,False,87.019966,,False,1,0.00628,0.00225441177595,Kepler-956 b
K01804.01,K01804.01,0.067,194.0,0.5,4.754e-05,5.508e-05,1.6429e-07,1.3496e-08,5.14536e-14,2.21477e-13,1.8101e-08,3.6571e-09,0.020037,0.0025556,2.1162e-05,2.7435e-06,0.0,0.0,0.0,0.0,0.2279,0.9974,0.2397,0.058,0.0026161,11187436,5.907413537,5.50146219961,CANDIDATE,1.0,1.0,False,False,False,False,139.14363,,False,1,0.00682,0.0018017279638,Kepler-957 b
K01813.01,K01813.01,0.022,53.0,0.5,0.008003,0.0003596,0.002789,1.6995e-06,0.03974,0.006765,0.0014623,3.674e-06,0.03853,0.00012244,0.00025712,4.252e-07,0.0,0.0,0.0,0.0,3.848,0.9928,3.907,0.211,0.007252,9455325,9.7678805,2.0631437398,CANDIDATE,1.0,1.0,False,False,False,False,56.833805,,False,1,0.00936,0.00142412390223,Kepler-958 b
K01814.01,K01814.01,0.02,95.0,0.57,6.47813e-11,1.985295e-11,1.27904e-11,1.83663e-14,0.002371,0.0027022,1.1955e-07,6.398e-10,1.16573021946e-62,3.77309944519e-64,2.527e-39,4.4667e-41,0.0,0.0,0.0,0.0,1.518,0.9973,1.493,0.083,0.0027022,5621125,14.80074836,4.37709247968,CANDIDATE,1.0,1.0,False,False,False,False,62.58828,,False,1,0.00526,0.00131684959067,Kepler-959 b
K01815.01,K01815.01,0.029,53.0,0.5,0.05366,0.0006546,0.03354,4.027e-05,0.0164,0.0008006,0.003718,1.961e-05,2.21088e-06,3.8363e-09,7.005e-05,1.1384e-07,0.0,0.0,0.0,0.0,2.46,0.9984,2.507,0.217,0.0015154,9872283,3.12686223,2.28952251379,CANDIDATE,1.0,1.0,False,False,False,False,80.75016,,False,1,0.00282,0.000638686882074,Kepler-960 b
K01818.01,K01818.01,0.026,93.0,0.5,1.404442014e-13,1.356241406e-14,2.11703e-08,2.35061e-11,1.6833e-07,4.959e-08,5.277e-15,3.3513e-17,0.00048157,3.2679e-06,8.283548442e-11,3.116043306e-13,0.0,0.0,0.0,0.0,1.753,1.0,1.731,0.207,3.3174e-06,7870032,16.87727414,2.54883307474,CANDIDATE,1.0,1.0,False,False,False,False,50.369915,,False,1,8.53e-06,2.76594348781e-06,Kepler-961 b
K01819.01,K01819.01,0.021,50.0,0.5,0.005693,0.00013948,0.0076456,1.7982e-06,0.05342,0.004286,0.0007585,9.244e-07,0.02939,7.731e-05,1.268e-05,2.3926e-08,0.0,0.0,0.0,0.0,7.698,0.9956,7.837,0.197,0.004505,9597058,12.05707239,1.9693644789,CANDIDATE,1.0,1.0,False,False,False,False,47.346806,,False,1,0.00738,0.00107451539465,Kepler-962 b
K01821.01,K01821.01,0.028,79.0,0.5,1.795812e-10,1.285279e-11,4.9083e-07,5.5511e-10,5.2467e-06,1.7917e-06,3.352e-11,1.9331e-13,0.014253,0.00011234,9.645e-07,3.968e-09,0.0,0.0,0.0,0.0,2.57,1.0,2.614,0.2,0.00011407,8832512,9.97683705,2.65635208782,CANDIDATE,1.0,1.0,False,False,False,False,54.476566,,False,1,0.000204,4.53503166717e-05,Kepler-963 b
K01825.01,K01825.01,0.023,80.0,0.5,3.3367212e-12,9.8878902e-14,3.3054e-07,1.1306e-10,4.627e-11,4.0299e-12,1.2278e-11,1.1895e-14,0.003507,2.486e-05,2.95281e-07,1.36099e-09,0.0,0.0,0.0,0.0,5.963,1.0,5.954,0.217,2.486e-05,5375194,13.5225106,2.11930225069,CANDIDATE,1.0,1.0,False,False,False,False,45.768906,,False,1,4.46e-05,9.02382032918e-06,Kepler-964 b
K01826.01,K01826.01,0.027,99.0,0.5,3.532e-06,5.993e-07,4.9773573835e-13,9.84761549605e-16,0.00010678,7.55e-05,4.667e-14,4.219e-16,0.00021088,7.703e-06,4.0179e-08,8.6199e-10,0.000148,2.222e-06,0.0,0.0,1.424,1.0,1.42,0.154,8.606e-05,6468138,134.2527298,3.37997903588,CANDIDATE,1.0,1.0,False,False,False,False,51.58825,,False,1,0.000134,2.80989995868e-05,Kepler-965 b
K01828.01,K01828.01,0.037,184.0,0.5,0.0007458,0.0002477,1.4988e-05,1.10885e-07,0.002998,0.005891,0.0037346159,0.00016932524,0.002034,7.568e-05,2.297e-05,3.109e-07,0.000242,6.62e-06,0.0,0.0,1.053,0.9936,1.072,0.089,0.006392,11875734,99.747622,4.12748698178,CANDIDATE,1.0,1.0,False,False,False,False,39.52952,,False,1,0.00843,0.00121635886517,Kepler-966 b
K01830.01,K01830.01,0.027,70.0,0.5,3.202261e-15,5.80773e-17,1.12163e-07,2.11888e-11,1.5395e-11,8.891e-13,7.5965e-14,3.9092e-17,0.01406,2.554e-05,1.2946e-05,1.8031e-08,0.0,0.0,0.0,0.0,8.351,1.0,8.326,0.214,2.554e-05,3326377,13.22713379,2.3494976225,CANDIDATE,1.0,1.0,False,False,False,False,47.6855,,False,2,3.87e-05,5.07284710767e-06,Kepler-967 b
K01830.02,K01830.02,0.042,389.0,0.81,6.64864383e-26,6.8876467e-26,1.331e-18,1.4982e-20,7.262783018e-10,2.045712265e-09,7.99248309001e-67,2.59778522948e-68,1.8547e-05,5.011e-06,1.0899e-07,2.644e-08,0.00268,0.0004183,0.0,0.0,0.3338,1.0,0.3387,0.139,0.0004236,3326377,198.7112502,3.65477407945,CANDIDATE,1.0,1.0,False,False,False,False,44.96854,,False,2,0.000444,1.01674863058e-05,Kepler-967 c
K01833.01,K01833.01,0.026,78.0,0.5,8.903e-10,5.545e-13,0.0009308,6.422e-08,3.084e-09,7.714e-12,9.4518e-05,2.3722e-08,0.05195,6.119e-06,8.204e-06,8.852e-10,0.0,0.0,0.0,0.0,46.91,1.0,47.54,0.196,6.208e-06,11853878,3.692983728,1.998806805,CANDIDATE,1.0,1.0,False,False,False,False,49.705357,,False,3,1.36e-05,3.53732102021e-06,Kepler-968 b
K01833.03,K01833.03,0.022,77.0,0.72,4.968e-07,2.361e-09,0.012896,2.1892e-06,7.712e-08,1.3798e-09,0.0004368,2.5133e-07,0.010795,9.377e-06,0.0002423,2.005e-07,0.0,0.0,0.0,0.0,18.52,1.0,18.12,0.17,1.2015e-05,11853878,5.709404918,1.69129806577,CANDIDATE,1.0,1.0,False,False,False,False,31.373549,,False,3,1.58e-05,2.66209712654e-06,Kepler-968 c
K01837.01,K01837.01,0.023,85.0,0.54,2.895559e-09,2.691737e-10,4.085e-10,4.082e-13,4.621e-08,1.4019e-08,5.75235e-10,2.13865e-12,7.553e-05,1.0053e-06,5.01816337e-08,4.18387276e-10,0.000111,7.842e-07,0.0,0.0,1.698,1.0,1.68,0.205,1.804e-06,10657406,34.1731714,2.06663320067,CANDIDATE,1.0,1.0,False,False,False,False,39.89519,,False,2,2.75e-06,4.68714554215e-07,Kepler-969 b
K01837.02,K01837.02,0.011,18.0,0.5,5.588e-19,8.225e-22,0.00010502,6.121e-09,1.0227e-15,4.708e-18,9.154e-06,3.665e-09,0.05382,1.2266e-05,0.00011388,2.25e-08,0.0,0.0,0.0,0.0,50.91,1.0,51.95,0.093,1.2311e-05,10657406,1.682934604,0.988389791626,CANDIDATE,1.0,1.0,False,False,False,False,30.849146,,False,2,2.4e-05,6.11147999897e-06,Kepler-969 c
K01838.01,K01838.01,0.038,144.0,0.5,2.1861e-05,2.862e-07,3.0446e-05,7.89e-09,0.001369,5.216e-05,1.7732e-09,1.2454e-12,0.03183,9.255e-05,0.00021441,3.7632e-07,0.0,0.0,0.0,0.0,11.08,1.0,11.03,0.202,0.0001456,5526527,16.73652231,2.77215857047,CANDIDATE,1.0,1.0,False,False,False,False,36.747166,,False,1,0.000187,2.93530236943e-05,Kepler-970 b
K01839.01,K01839.01,0.023,86.0,0.51,1.774e-10,5.571e-12,9.346e-06,2.824e-09,1.838557e-13,2.353867e-14,6.045e-10,9.153e-13,0.008196,1.984e-05,1.856e-06,2.3097e-09,0.0,0.0,0.0,0.0,3.841,1.0,3.829,0.212,1.984e-05,5856571,9.59070716,2.12933445069,CANDIDATE,1.0,1.0,False,False,False,False,38.330322,,False,1,2.82e-05,5.75715979359e-06,Kepler-971 b
K01840.01,K01840.01,0.035,96.0,0.5,0.0010926,0.00036808,0.00045212,4.8102e-06,0.002833,0.0038619,4.4935e-05,2.0748e-06,0.004484,0.0002371,4.584e-06,1.8595e-07,5.92e-06,5.413e-08,0.0,0.0,0.8629,0.9955,0.8727,0.065,0.004476,7765528,7.03932553,4.65243275151,CANDIDATE,1.0,1.0,False,False,False,False,40.5241,,False,2,0.00862,0.00258373631266,Kepler-972 b
K01841.01,K01841.01,0.023,109.0,0.5,0.00013977,1.5481e-05,0.000717721,7.81985e-07,0.009344,0.002626,0.0107793,3.32907e-05,0.01784,0.0002324,3.0707e-05,1.6072e-07,0.0,0.0,0.0,0.0,2.208,0.9971,2.269,0.194,0.002908,11760231,49.6077331,1.96129510064,CANDIDATE,1.0,1.0,False,False,False,False,38.194912,,False,1,0.00389,0.000474735013806,Kepler-973 b
K01843.01,K01843.01,0.029,72.0,0.54,1.2514e-14,9.037e-17,0.0002444,1.7788e-07,9.009e-16,2.5261e-17,9.718e-05,2.103e-07,0.0618,0.00012131,0.0004235,7.228e-07,0.0,0.0,0.0,0.0,7.538,1.0,7.609,0.155,0.00012236,5080636,4.194496514,1.57167498529,CANDIDATE,1.0,1.0,False,False,False,False,42.047764,,False,1,0.000188,4.17685474437e-05,Kepler-974 b
K01845.01,K01845.01,0.018,36.0,0.75,5.189e-14,1.741e-16,0.0012915,1.685e-07,5.107e-14,5.62e-16,0.000513,2.806e-07,0.15605,0.0003086,5.573e-05,7.426e-08,0.0,0.0,0.0,0.0,31.2,1.0,31.35,0.147,0.0003089,3338885,1.970342457,1.47800477005,CANDIDATE,1.0,1.0,False,False,False,False,48.091476,,False,2,0.000401,6.24632336303e-05,Kepler-975 b
K01846.01,K01846.01,0.044,334.0,0.51,8.32223615e-08,3.80702262e-07,3.71370700252e-27,2.5740760019e-28,4.851e-06,8.8343e-05,5.82778e-06,2.925349e-06,2.607e-05,8.636e-06,2.8464e-07,4.4744e-08,0.00413,0.002052,0.0,0.0,0.06502,0.998,0.07037,0.104,0.002152,9886255,105.9564148,3.9631551839,CANDIDATE,1.0,1.0,False,False,False,False,40.835564,,False,1,0.0024,0.000138146460123,Kepler-976 b
K01847.01,K01847.01,0.029,108.0,0.5,5.3332e-11,2.3671e-11,2.4251e-06,1.2733e-08,4.68941e-06,1.138539e-05,2.5529e-07,1.0302e-08,0.00184,0.00012131,4.772e-05,2.661e-06,0.00325,6.433e-05,0.0,0.0,0.3312,1.0,0.335,0.204,0.0001995,6776401,26.85328322,2.62472884868,CANDIDATE,1.0,1.0,False,False,False,False,44.468487,,False,1,0.000251,2.62815947428e-05,Kepler-977 b
K01848.01,K01848.01,0.025,71.0,0.51,6.504e-08,8.765e-09,1.25358000343e-09,1.19010000374e-12,0.0003294,0.00019033,1.483942e-14,6.44056e-17,0.0013394,2.0204e-05,5.09261e-07,2.91862e-09,2.45e-06,1.429e-08,0.0,0.0,1.49,1.0,1.501,0.18,0.0002105,7430034,49.6221509,2.98512472923,CANDIDATE,1.0,1.0,False,False,False,False,37.56812,,False,1,0.00033,7.60938747717e-05,Kepler-978 b
K01849.01,K01849.01,0.03,114.0,0.5,0.017213,0.0018077,0.0019987,4.5028e-06,0.0124617,0.00578709,1.863971e-06,2.23322e-08,0.0007643,1.2937e-05,2.58414e-05,3.94387e-07,0.0,0.0,0.0,0.0,1.48,0.9925,1.51,0.199,0.007613,9735426,8.0880135,2.72177947915,CANDIDATE,1.0,1.0,False,False,False,False,41.839355,,False,1,0.0133,0.00357612468711,Kepler-979 b
K01850.01,K01850.01,0.023,56.0,0.5,2.038e-05,9.025e-07,0.0035094,1.8161e-06,0.0010528,0.0002055,5.53592e-06,1.80167e-08,0.01785,7.137e-05,0.00016819,4.016e-07,0.0,0.0,0.0,0.0,3.666,1.0,3.703,0.205,0.0002796,8826168,11.55102504,2.66605715087,CANDIDATE,1.0,1.0,False,False,False,False,42.968987,,False,1,0.000465,8.33335999996e-05,Kepler-980 b
K01851.01,K01851.01,0.022,57.0,0.5,0.000489790104,0.0001097600229,0.008071,0.0001152,0.00032625,0.00042443,0.018368,0.0019448,0.2159,0.005294,0.01423,0.0003804,0.0,0.0,0.0,0.0,0.1875,0.9916,0.4347,0.211,0.008265,10464050,4.469757736,2.31024118771,CANDIDATE,1.0,1.0,False,False,False,False,39.905754,,False,1,0.0111,0.0013055713947,Kepler-981 b
K01852.01,K01852.01,0.016,57.0,0.5,6.342e-17,3.762e-18,2.247884e-07,9.50305e-11,3.41032e-07,9.27859e-08,2.262481e-24,3.453323e-27,1.7181e-06,5.634e-09,6.310000534e-07,1.2420001095e-09,0.0,0.0,0.0,0.0,2.103,1.0,2.11,0.212,9.9689e-08,9763348,15.7738221,2.25244699204,CANDIDATE,1.0,1.0,False,False,False,False,32.004623,,False,1,2.79e-07,7.80599306018e-08,Kepler-982 b
K01853.01,K01853.01,0.02,55.0,0.51,3.04112e-07,6.01625e-08,3.9565e-08,7.64e-11,4.711e-06,2.597e-06,2.034e-05,2.3769e-07,0.002064,2.697e-05,3.3695e-05,1.7926e-07,4.4e-06,5.213e-08,0.0,0.0,1.125,1.0,1.132,0.213,3.011e-05,8804397,60.0855082,2.3641097399,CANDIDATE,1.0,1.0,False,False,False,False,39.254314,,False,1,5.13e-05,8.58376374325e-06,Kepler-983 b
K01854.01,K01854.01,0.021,72.0,0.66,9.6415e-12,1.48565e-11,1.2157e-07,1.5553e-09,1.3068e-07,6.733e-07,2.7351e-05,1.1717e-06,0.003602,0.002298,5.122e-06,1.8831e-06,0.0,0.0,0.0,0.0,0.1303,0.9977,0.1338,0.211,0.002302,9662811,43.0342272,2.11821179417,CANDIDATE,1.0,1.0,False,False,False,False,38.907673,,False,1,0.00305,0.000540859398447,Kepler-984 b
K01858.01,K01858.01,0.032,384.0,0.5,8.6214e-07,1.53147e-07,5.56775e-07,1.810951e-09,0.00016187,9.076e-05,0.0002474,3.4814e-06,0.0001784,3.3167e-06,1.4964e-06,1.3918e-08,0.00119,2.379e-05,0.0,0.0,1.289,1.0,1.302,0.193,0.00012142,8160953,116.331901,2.97651012271,CANDIDATE,1.0,1.0,False,False,False,False,35.31824,,False,1,0.000182,3.36656369479e-05,Kepler-985 b
K01862.01,K01862.01,0.022,78.0,0.6,0.00033017,1.7978e-05,0.00502502945,2.34501199e-06,0.012795,0.002874,8.975e-06,2.9441e-08,0.0009279,1.3096e-05,1.4031e-06,6.687e-09,1.16e-05,3.484e-08,0.0,0.0,3.411,0.997,3.467,0.213,0.002907,7286173,56.4349938,2.36301928338,CANDIDATE,1.0,1.0,False,False,False,False,39.68415,,False,1,0.00398,0.000924482437788,Kepler-986 b
K01866.01,K01866.01,0.033,247.0,0.5,8.985e-05,1.8012e-05,8.643e-09,2.8244e-11,0.004042,0.002413,0.0345108,0.00057049,0.005095,7.077e-05,0.00034426,2.3548e-06,9.19e-06,1.876e-07,0.0,0.0,1.303,0.9969,1.35,0.17,0.003075,9520838,105.3033148,3.26384541628,CANDIDATE,1.0,1.0,False,False,False,False,28.874376,,False,1,0.00395,0.00059020241349,Kepler-987 b
K01868.01,K01868.01,0.036,179.0,0.5,4.307e-07,5.837e-07,1.8604e-05,6.48e-07,3.24978e-09,1.38124e-08,2.775e-08,4.2e-09,0.000197,8.119e-05,3.038e-07,7.992e-08,0.0,0.0,0.0,0.0,0.09785,1.0,0.09776,0.206,8.257e-05,6773862,17.76080053,2.06881411372,CANDIDATE,1.0,1.0,False,False,False,False,34.936447,,False,1,0.000108,1.66891881169e-05,Kepler-988 b
K01870.01,K01870.01,0.026,99.0,0.5,0.004942,0.000239,0.05496,5.498e-05,0.002657,0.0005407,0.002909,1.3875e-05,0.003068,6.173e-06,0.003854,6.734e-06,0.0,0.0,0.0,0.0,2.28,0.999,2.331,0.218,0.0008619,10187159,7.964315352,2.21428101376,CANDIDATE,1.0,1.0,False,False,False,False,41.194824,,False,1,0.00121,0.000217250214167,Kepler-989 b
K01875.01,K01875.01,0.022,86.0,0.5,9.21231e-08,3.332747e-09,7.2069e-06,3.6833e-09,0.0055209,0.00101571,1.7273e-05,4.3678e-08,0.007824,3.063e-05,6.437e-05,1.354e-07,4.92e-07,3.013e-10,0.0,0.0,4.799,0.9991,4.853,0.197,0.00104618,9967771,9.91723428,2.60052071389,CANDIDATE,1.0,1.0,False,False,False,False,25.577631,,False,2,0.00144,0.000407151693817,Kepler-990 b
K01875.02,K01875.02,0.013,23.0,0.69,1.4373e-23,2.71e-27,1.2441e-05,1.9442e-09,2.0333e-14,5.5527e-18,0.00012589,7.039e-08,0.026659,2.5034e-05,5.13874e-05,5.74949e-08,0.0,0.0,0.0,0.0,17.07,1.0,17.02,0.166,2.5146e-05,9967771,0.538354308,1.5253305831,CANDIDATE,1.0,1.0,False,True,False,False,35.6046,,False,2,6.64e-05,1.82975099702e-05,Kepler-990 c
K01876.01,K01876.01,0.038,290.0,0.5,8.528e-09,6.13e-09,4.456e-05,8.906e-07,6.429e-07,1.3159e-06,0.0004247,2.477e-05,0.002605,0.0004268,0.0004232,2.41e-05,0.00296,0.0002383,0.0,0.0,0.2993,0.999,0.3055,0.209,0.0007163,11622600,82.5342519,2.53596568778,CANDIDATE,1.0,1.0,False,False,False,False,38.61394,,False,1,0.000832,6.67766592622e-05,Kepler-991 b
K01877.01,K01877.01,0.02,47.0,0.5,8.97936e-14,1.972766e-15,1.549e-06,3.2788e-10,1.94501e-14,1.15335e-15,1.0982e-10,8.61e-14,0.010217,1.765e-05,3.9065e-06,4.8396e-09,0.0,0.0,0.0,0.0,8.152,1.0,8.101,0.16,1.766e-05,10454632,20.16034462,1.61823747879,CANDIDATE,1.0,1.0,False,False,False,False,32.578182,,False,1,2.52e-05,5.13662232298e-06,Kepler-992 b
K01879.01,K01879.01,0.05,419.0,0.5,4.3879e-08,7.2541e-10,3.722e-06,2.099e-09,3.702e-06,1.9527e-07,5.834e-05,1.0635e-07,0.016202,5.158e-05,2.304e-05,6.199e-08,0.0,0.0,0.0,0.0,9.211,1.0,9.277,0.195,5.193e-05,8367644,22.08557563,2.96604174009,CANDIDATE,1.0,0.43,False,False,False,False,41.767097,,False,1,7.3e-05,1.26458644975e-05,Kepler-993 b
K01880.01,K01880.01,0.027,55.0,0.5,1.1987e-05,9.025e-09,0.7466,0.00011514,4.938e-15,1.8281e-17,0.04222,2.8438e-05,0.0005351,2.0564e-07,1.2506e-05,4.2146e-09,0.0,0.0,0.0,0.0,24.13,1.0,25.44,0.156,0.0001435,10332883,1.151166506,1.59577407443,CANDIDATE,1.0,1.0,False,False,False,False,63.256554,,False,1,0.000181,2.58295696183e-05,Kepler-994 b
K01881.01,K01881.01,0.031,179.0,0.5,9.408523e-34,6.704662e-34,1.266e-12,1.0257e-14,1.1420285e-08,2.9890716e-08,4.894783e-45,6.237926e-47,5.668e-06,4.216e-07,8.36233e-09,4.29677e-10,0.000628,1.884e-05,0.0,0.0,0.2096,1.0,0.2076,0.202,1.93e-05,4035640,28.26731672,2.69757134436,CANDIDATE,1.0,1.0,False,False,False,False,36.68373,,False,1,2.1e-05,7.80313327381e-07,Kepler-995 b
K01882.01,K01882.01,0.016,45.0,0.54,2.5029e-08,1.2137e-10,0.007867,4.347e-06,0.0258918,0.00067827,0.0013561,3.711e-06,0.09596,0.0001616,0.001188,2.175e-06,0.0,0.0,0.0,0.0,5.325,0.9993,5.446,0.215,0.0008494,6205228,3.770590584,1.98375850499,CANDIDATE,1.0,1.0,False,False,False,False,32.0555,,False,1,0.0013,0.000491999593496,Kepler-996 b
K01883.01,K01883.01,0.008,8.0,0.84,1.814e-14,9.087e-17,0.00011175,1.3389e-08,1.45032006e-09,3.4515492e-11,4.588e-05,3.5852e-08,4.24000158289e-18,6.44000243497e-21,6.11303166005e-08,7.42703887006e-11,0.0,0.0,0.0,0.0,8.568,1.0,8.61,0.136,4.938e-08,11758544,2.707306716,1.35827264392,CANDIDATE,1.0,1.0,False,False,False,False,34.663204,,False,1,1.29e-07,3.01127068048e-08,Kepler-997 b
K01885.01,K01885.01,0.018,51.0,0.54,0.00076156,1.10936e-05,0.02661,1.6197e-05,0.07036,0.004935,0.0031355,1.2228e-05,0.07378,0.0001248,0.0006458,1.1077e-06,0.0,0.0,0.0,0.0,4.43,0.9948,4.599,0.204,0.005104,11413812,5.65377733,2.31809247467,CANDIDATE,1.0,1.0,False,False,False,False,35.574635,,False,1,0.0111,0.00227544476727,Kepler-998 b
K01886.01,K01886.01,0.013,21.0,0.6,0.00962,0.00017356,0.01402,7.977e-06,0.04641,0.004239,0.0030758,8.1213e-06,0.009229,7.249e-05,1.3836e-05,8.511e-08,0.0,0.0,0.0,0.0,2.861,0.9954,2.904,0.213,0.004502,9549648,5.991857017,2.34186442685,CANDIDATE,1.0,1.0,False,False,False,False,36.688686,,False,1,0.00723,0.00143930384407,Kepler-999 b
K01888.01,K01888.01,0.029,403.0,1.08,4.664e-07,4.051e-07,1.099e-06,7.574e-09,8.53e-07,3.056e-06,4.98800000348e-08,2.19900000159e-09,7.549e-07,1.7081e-07,1.1482e-10,1.1295e-11,0.0,0.0,0.0,0.0,0.5637,1.0,0.561,0.082,3.642e-06,10063802,120.0181272,4.76245981459,CANDIDATE,1.0,1.0,False,False,False,False,30.663939,,False,1,8.38e-06,2.01000718628e-06,Kepler-1000 b
K01889.01,K01889.01,0.033,132.0,0.5,3.1194e-10,1.23329e-10,0.0020391,1.529e-05,0.00340281,0.00716334,0.006296,0.0003322,0.0249,0.0004624,0.01843,0.0002683,8.77e-05,1.183e-06,0.0,0.0,0.3738,0.9918,0.4305,0.169,0.0082493,11074178,14.30511983,3.15229171407,CANDIDATE,1.0,1.0,False,False,False,False,31.513765,,False,2,0.03,0.00807522909273,Kepler-1001 b
K01890.01,K01890.01,0.01,8.0,0.66,2.079003571e-13,1.840003176e-15,4.7179e-06,1.06971e-09,3.6705e-22,1.5465e-23,2.20704e-09,1.47581e-12,4.32000113123e-11,1.92000052153e-13,3.65884e-08,1.537627e-10,1.58e-05,7.771e-09,0.0,0.0,4.676,1.0,4.65,0.16,9e-09,7449136,4.336429331,1.70983582664,CANDIDATE,1.0,1.0,False,False,False,False,45.25311,,False,1,1.01e-08,7.76959887424e-10,Kepler-1002 b
