koi rprs secthresh maxrad lhood_heb pr_heb lhood_heb_Px2 pr_heb_Px2 lhood_eb pr_eb lhood_eb_Px2 pr_eb_Px2 lhood_beb pr_beb lhood_beb_Px2 pr_beb_Px2 lhood_boxy pr_boxy lhood_long pr_long lhood_pl pr_pl lhood_tot fp FPP
K00993.02 0.015 90 1.59 1.810e-82 1.710e-82 4.290e-14 7.840e-16 1.390e-06 6.340e-06 4.640e-02 7.030e-03 1.060e-01 2.550e-01 3.710e-01 6.690e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.110e-02 6.880e-02 5.345e-01 0.148 9.310e-01
K00993.03 0.015 147 4.50 1.030e-29 4.500e-30 3.710e-09 1.460e-11 1.080e-03 2.320e-03 1.510e-02 9.630e-04 4.870e-03 9.850e-02 1.770e-02 1.180e-01 2.710e-03 1.700e-04 0.000e+00 0.000e+00 2.990e-01 7.800e-01 3.405e-01 0.148 2.200e-01
K00994.01 0.020 48 2.13 1.520e-162 1.790e-164 1.180e-26 1.030e-29 5.290e-10 4.960e-11 1.430e-02 1.080e-04 1.390e-01 2.010e-02 8.020e-02 1.310e-02 2.020e-06 2.890e-09 8.320e-07 1.190e-09 2.080e+00 9.670e-01 2.314e+00 0.190 3.330e-02
K00995.01 0.257 979 1.89 0.000e+00 0.000e+00 1.980e-114 3.400e-113 1.930e-61 1.150e-57 3.750e-21 6.760e-19 2.750e-06 1.550e-02 7.860e-05 3.750e-01 0.000e+00 0.000e+00 9.850e-03 6.100e-01 4.070e-41 2.240e-38 9.931e-03 0.012 1.000e+00
K00996.01 0.304 1786 2.04 0.000e+00 0.000e+00 2.660e-113 3.520e-113 3.940e-24 1.240e-21 4.920e-26 4.420e-25 9.820e-04 3.230e-01 2.420e-03 6.470e-01 0.000e+00 0.000e+00 9.650e-03 3.000e-02 8.200e-35 1.820e-33 1.305e-02 0.011 1.000e+00
K00998.01 0.273 1150 0.50 6.270e-166 1.520e-166 6.600e-127 6.350e-129 2.070e-01 6.780e-01 2.740e-09 1.440e-10 9.090e-04 1.090e-04 2.000e-08 1.480e-09 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.510e+00 3.210e-01 2.718e+00 0.009 6.790e-01
K00999.01 0.033 169 0.50 7.610e-281 6.840e-282 1.920e-45 3.700e-48 6.600e-09 2.760e-09 7.180e-03 1.020e-04 1.700e-03 8.530e-05 8.470e-07 2.500e-08 1.630e-04 1.340e-06 0.000e+00 0.000e+00 9.220e-01 1.000e+00 9.310e-01 0.205 1.880e-04
K00999.02 0.028 541 0.81 1.790e-23 6.710e-25 8.530e-10 1.380e-12 2.730e-01 5.110e-02 2.120e-01 1.390e-03 4.620e-02 4.010e-03 4.520e-02 1.700e-03 2.280e-04 1.320e-06 0.000e+00 0.000e+00 2.350e+00 9.420e-01 2.927e+00 0.216 5.820e-02
K01000.01 0.009 12 0.50 3.000e-34 4.320e-35 6.630e-08 2.960e-10 4.570e-09 2.160e-09 1.570e-03 8.510e-05 1.000e-01 6.020e-03 2.290e+00 1.180e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.280e-01 8.760e-01 2.820e+00 0.096 1.240e-01
K01001.01 0.016 70 0.90 6.940e-320 5.970e-319 2.140e-50 8.460e-52 2.110e-22 8.220e-21 1.600e-05 7.670e-06 5.430e-04 5.140e-03 6.110e-21 3.300e-20 5.980e-07 3.290e-07 0.000e+00 0.000e+00 1.360e-02 9.950e-01 1.416e-02 0.214 5.150e-03
K01001.02 0.015 151 2.34 0.000e+00 0.000e+00 2.520e-94 5.040e-95 1.870e-24 3.910e-22 6.070e-12 1.660e-11 2.530e-14 5.130e-12 1.940e-23 2.220e-21 5.330e-03 2.900e-02 0.000e+00 0.000e+00 2.940e-03 9.710e-01 8.270e-03 0.218 2.900e-02
K01002.01 0.010 26 0.72 1.330e-45 1.370e-47 8.020e-06 5.360e-09 4.260e-08 3.100e-09 4.210e-03 3.630e-05 4.800e-02 8.440e-04 1.600e-03 2.550e-05 3.270e-05 4.060e-08 0.000e+00 0.000e+00 3.980e+00 9.990e-01 4.034e+00 0.099 9.060e-04
K01003.01 0.151 1353 1.86 0.000e+00 0.000e+00 1.110e-301 3.090e-302 5.650e-12 1.070e-09 1.040e-11 2.810e-11 1.680e-02 9.940e-01 6.080e-28 2.280e-26 0.000e+00 0.000e+00 8.610e-03 5.570e-03 9.330e-14 5.100e-12 2.541e-02 0.069 1.000e+00
K01004.01 0.047 1592 4.00 0.000e+00 0.000e+00 3.950e-236 4.460e-238 1.580e-05 4.970e-05 2.310e-18 2.150e-19 1.600e-32 1.520e-31 3.520e-45 1.430e-44 0.000e+00 0.000e+00 8.150e-03 7.160e-05 3.580e-01 1.000e+00 3.662e-01 0.115 1.210e-04
K01005.01 0.061 244 0.50 3.800e-288 9.150e-288 2.540e-62 9.390e-64 4.060e-36 4.210e-35 2.530e-11 4.300e-12 1.190e-03 7.500e-04 8.660e-17 2.900e-17 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.070e-01 9.990e-01 1.082e-01 0.095 7.500e-04
K01006.01 0.338 1227 0.50 5.250e-04 8.350e-04 1.830e-01 1.470e-02 1.010e-02 5.110e-02 7.560e-01 1.760e-01 7.680e-01 5.300e-01 4.770e-01 1.940e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.600e-02 3.240e-02 2.221e+00 0.028 9.680e-01
K01007.01 0.019 99 0.63 0.000e+00 0.000e+00 6.270e-103 1.170e-104 1.260e-20 5.180e-20 7.260e-06 9.100e-07 6.790e-05 2.850e-05 3.850e-08 1.370e-08 2.750e-03 1.220e-04 0.000e+00 0.000e+00 1.180e-01 1.000e+00 1.208e-01 0.166 1.520e-04
K01008.01 0.174 1559 0.50 6.870e-01 6.170e-01 7.280e-01 9.340e-02 1.510e-02 1.990e-01 3.610e-05 4.480e-05 8.640e-02 8.550e-02 1.410e-03 7.510e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.140e-03 3.760e-03 1.522e+00 0.013 9.960e-01
K01009.01 0.014 78 0.50 1.090e-134 9.890e-134 1.860e-21 1.070e-21 6.950e-46 3.020e-44 3.350e-09 6.150e-09 1.410e-03 4.630e-03 1.230e-02 5.270e-02 1.110e-04 6.680e-05 8.240e-03 4.960e-03 1.200e-02 9.380e-01 3.406e-02 0.099 6.240e-02
K01011.01 0.202 2376 0.50 0.000e+00 0.000e+00 1.080e-220 3.660e-222 2.970e-02 8.680e-01 1.230e-14 2.100e-15 1.090e-02 1.010e-02 5.490e-22 2.030e-22 0.000e+00 0.000e+00 8.560e-03 5.680e-04 2.980e-02 1.210e-01 7.896e-02 0.038 8.790e-01
K01012.01 0.039 68 1.08 6.010e-293 2.170e-292 9.970e-61 2.060e-61 7.560e-39 1.300e-37 4.890e-09 1.310e-08 5.470e-04 3.660e-03 1.500e-01 9.960e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.790e-35 3.270e-33 1.505e-01 0.116 1.000e+00
K01013.01 0.229 691 0.50 9.890e-96 2.490e-97 1.480e-22 8.040e-25 2.050e-14 1.340e-14 1.220e-03 9.800e-05 1.040e+01 5.170e-01 1.670e+01 4.830e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.740e-160 1.660e-160 2.710e+01 0.041 1.000e+00
K01014.01 0.037 241 0.51 3.880e-09 2.490e-10 1.540e-06 3.400e-09 1.060e-03 3.040e-04 1.740e-03 2.130e-05 3.840e-03 9.160e-05 4.690e-05 7.440e-07 5.360e-07 2.000e-09 0.000e+00 0.000e+00 2.040e+00 1.000e+00 2.047e+00 0.179 4.180e-04
K01015.01 0.022 57 0.72 0.000e+00 0.000e+00 3.360e-123 5.540e-126 1.310e-13 8.970e-14 5.360e-07 1.020e-08 1.280e-05 5.610e-07 1.460e-12 4.020e-14 4.760e-04 2.990e-06 0.000e+00 0.000e+00 6.410e-01 1.000e+00 6.415e-01 0.216 3.560e-06
K01015.02 0.012 46 0.99 0.000e+00 0.000e+00 5.140e-94 2.510e-95 3.470e-33 2.210e-32 2.840e-11 1.330e-11 3.360e-06 3.180e-06 3.370e-05 2.610e-05 3.510e-03 3.020e-04 1.510e-03 1.300e-04 5.380e-02 1.000e+00 5.886e-02 0.116 4.610e-04
K01015.03 0.015 162 3.30 1.820e-28 1.720e-29 6.550e-09 2.020e-11 1.860e-02 1.030e-02 3.250e-01 1.000e-02 1.210e-01 1.450e-01 2.470e-01 1.830e-01 2.460e-03 2.080e-05 0.000e+00 0.000e+00 6.180e-01 6.520e-01 1.332e+00 0.159 3.480e-01
K01016.01 0.035 83 0.50 4.280e-08 8.310e-10 2.810e-03 8.110e-06 4.940e+00 7.360e-01 2.640e+00 7.800e-02 2.020e+00 2.670e-02 2.680e+00 3.360e-02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.640e-01 1.260e-01 1.245e+01 0.181 8.740e-01
K01017.01 0.031 104 0.50 1.850e-73 3.170e-75 6.980e-17 2.100e-20 1.500e-11 1.180e-12 3.390e-05 7.550e-08 6.220e-03 4.190e-05 5.050e-07 2.290e-09 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.090e+00 1.000e+00 5.096e+00 0.208 4.200e-05
K01018.01 0.164 72 0.50 3.120e-09 7.480e-09 1.010e-01 4.540e-03 1.510e-07 1.670e-06 3.830e-01 8.390e-02 1.080e+00 4.600e-01 1.140e+00 4.510e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.470e-10 3.120e-09 2.704e+00 0.065 1.000e+00
K01020.01 0.283 127 0.50 1.490e-17 1.740e-17 9.100e-06 1.250e-07 1.680e-01 9.460e-01 4.060e-02 5.900e-03 3.470e-02 1.350e-02 8.100e-04 1.120e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.630e-01 3.410e-02 9.071e-01 0.001 9.660e-01
K01021.01 0.243 77 0.50 0.000e+00 0.000e+00 4.480e-175 5.560e-175 2.760e-104 1.120e-102 4.590e-39 8.950e-38 2.080e-11 6.560e-11 2.290e-01 9.960e-01 0.000e+00 0.000e+00 7.970e-03 3.840e-03 7.080e-288 1.110e-285 2.370e-01 0.050 1.000e+00
K01022.01 0.029 193 0.81 8.260e-116 2.250e-116 1.050e-38 7.630e-41 6.260e-14 7.960e-14 2.530e-05 1.070e-06 4.930e-04 1.660e-04 8.080e-06 1.490e-06 2.000e-03 4.900e-05 0.000e+00 0.000e+00 3.170e-01 1.000e+00 3.195e-01 0.218 2.180e-04
K01022.02 0.025 472 2.61 1.550e-25 5.380e-26 2.110e-08 1.340e-10 2.000e-03 2.430e-03 1.740e-02 7.070e-04 8.210e-03 3.120e-02 1.010e-02 1.680e-02 3.410e-03 1.560e-04 0.000e+00 0.000e+00 4.250e-01 9.490e-01 4.661e-01 0.194 5.130e-02
K01023.01 0.025 87 0.50 8.500e-98 2.550e-95 6.850e-18 4.960e-17 6.550e-47 9.470e-44 1.880e-03 7.810e-02 6.280e-03 3.880e-01 6.650e-03 4.310e-01 0.000e+00 0.000e+00 8.340e-03 1.030e-01 1.440e-22 3.660e-19 2.315e-02 0.203 1.000e+00
K01024.01 0.027 90 0.57 1.740e-33 5.680e-36 2.370e-06 5.210e-10 1.630e-11 2.590e-13 2.340e-04 1.560e-07 1.010e-02 2.120e-05 5.510e-06 1.040e-08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.800e+01 1.000e+00 1.801e+01 0.192 2.140e-05
K01025.01 0.209 619 0.54 5.510e-15 1.600e-13 1.070e-05 1.230e-05 9.800e-12 9.360e-10 7.730e-04 1.970e-03 7.150e-02 8.930e-01 9.210e-03 6.980e-02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.540e-04 3.500e-02 8.195e-02 0.079 9.650e-01
K01028.01 0.182 45 0.57 1.700e-110 3.480e-110 4.790e-11 1.580e-12 1.660e-05 2.430e-04 2.320e-01 1.280e-01 4.380e-01 3.510e-01 6.500e-01 5.210e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.390e-16 1.610e-15 1.320e+00 0.016 1.000e+00
K01029.01 0.030 125 0.93 4.610e-102 3.380e-102 2.580e-40 2.490e-42 2.470e-05 8.690e-05 1.240e-02 6.680e-04 7.510e-03 8.710e-03 3.360e-04 1.880e-04 2.890e-06 1.970e-07 0.000e+00 0.000e+00 1.480e-01 9.900e-01 1.683e-01 0.186 9.660e-03
K01030.01 0.020 151 0.93 1.590e-87 2.600e-89 2.090e-12 7.640e-16 1.020e+00 8.520e-02 2.340e-01 1.150e-03 8.310e-02 1.650e-03 4.430e-02 5.500e-04 4.840e-07 3.920e-10 0.000e+00 0.000e+00 4.440e+00 9.110e-01 5.821e+00 0.219 8.850e-02
K01031.01 0.016 91 1.89 5.040e-185 8.900e-185 2.950e-46 7.860e-48 5.850e-19 4.680e-18 3.520e-06 4.600e-07 2.050e-04 1.780e-03 2.590e-04 1.530e-03 2.290e-03 2.380e-04 7.880e-05 8.170e-06 9.100e-02 9.960e-01 9.384e-02 0.135 3.550e-03
K01034.01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K01035.01 0.081 1437 0.50 2.720e-266 3.230e-265 8.960e-52 3.960e-52 1.160e-58 1.510e-55 3.700e-09 2.810e-08 6.010e-02 9.920e-01 1.320e-21 9.260e-21 0.000e+00 0.000e+00 8.210e-03 8.060e-03 9.000e-50 3.510e-47 6.831e-02 0.074 1.000e+00
K01036.01 0.119 377 0.99 1.120e-02 1.570e-02 1.120e-03 1.060e-05 8.540e-02 5.850e-01 3.330e-02 1.050e-03 1.360e-03 2.070e-03 8.310e-18 7.050e-18 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.020e-01 3.960e-01 7.344e-01 0.011 6.040e-01
K01037.01 0.060 736 0.54 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.190e-278 6.320e-276 0.000e+00 0.000e+00 8.000e-69 3.850e-66 0.000e+00 0.000e+00 8.200e-03 1.000e+00 0.000e+00 0.000e+00 8.200e-03 0.080 1.000e+00
K01039.01 0.315 105 0.50 5.090e-302 6.220e-301 1.610e-64 1.800e-64 2.740e-88 1.720e-86 4.680e-19 4.660e-18 4.270e-05 3.400e-04 1.450e-01 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.030e-32 1.980e-31 1.450e-01 0.008 1.000e+00
K01040.01 0.278 274 6.60 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.750e-106 9.420e-104 6.520e-230 1.820e-224 1.960e-34 2.950e-29 0.000e+00 0.000e+00 8.560e-03 1.000e+00 0.000e+00 0.000e+00 8.560e-03 0.001 1.000e+00
K01041.01 0.083 250 4.00 6.160e-24 1.050e-23 1.120e-08 4.100e-10 1.050e-03 1.150e-02 3.160e-02 1.190e-02 1.570e-02 8.330e-01 9.790e-07 3.050e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.950e-02 1.430e-01 6.785e-02 0.075 8.570e-01
K01042.01 0.088 583 4.00 0.000e+00 0.000e+00 3.270e-197 5.430e-196 4.240e-118 3.380e-114 1.950e-51 3.880e-49 1.200e-14 3.550e-10 6.540e-05 8.300e-01 0.000e+00 0.000e+00 8.380e-03 1.700e-01 3.280e-182 1.430e-178 8.445e-03 0.066 1.000e+00
K01043.01 0.380 364 0.50 3.800e-07 3.930e-09 4.210e-03 2.170e-05 6.320e-01 7.050e-02 2.570e+00 7.040e-02 1.870e+01 5.390e-01 1.760e+01 3.200e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.150e-10 3.640e-12 3.951e+01 0.001 1.000e+00
K01044.01 0.256 499 0.50 9.780e-290 1.270e-287 4.020e-81 1.030e-79 1.050e-118 3.890e-115 6.460e-29 2.650e-26 2.580e-35 1.080e-32 3.790e-03 9.130e-01 0.000e+00 0.000e+00 8.020e-03 8.710e-02 0.000e+00 0.000e+00 1.181e-02 0.012 1.000e+00
K01045.01 0.283 140 4.00 1.540e-87 2.610e-83 1.700e-36 4.330e-33 2.060e-54 6.680e-49 9.490e-14 3.120e-09 6.900e-61 2.430e-54 5.160e-07 1.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.140e-116 4.230e-112 5.160e-07 0.001 1.000e+00
K01047.01 0.237 22 4.00 0.000e+00 0.000e+00 1.440e-316 1.270e-314 0.000e+00 0.000e+00 1.050e-136 1.300e-133 0.000e+00 0.000e+00 6.610e-83 4.710e-78 0.000e+00 0.000e+00 8.350e-03 1.000e+00 0.000e+00 0.000e+00 8.350e-03 0.008 1.000e+00
K01048.01 0.240 79 0.50 2.190e-25 2.990e-25 2.360e-07 7.480e-08 1.640e-42 8.800e-42 5.260e-08 5.360e-08 2.090e-03 2.140e-03 7.610e-01 9.970e-01 0.000e+00 0.000e+00 8.170e-03 9.490e-04 2.500e-89 3.020e-88 7.713e-01 0.053 1.000e+00
K01049.01 0.017 47 0.50 1.120e-262 1.290e-264 1.020e-49 3.660e-52 1.600e-21 2.770e-22 1.200e-07 8.660e-09 2.350e-01 5.800e-03 1.760e+00 4.550e-02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.900e-01 9.490e-01 2.585e+00 0.139 5.130e-02
K01050.01 0.017 33 0.50 4.250e-21 2.120e-24 3.650e-09 9.820e-13 5.330e-15 3.220e-17 3.220e-04 6.410e-07 1.260e+00 5.070e-03 1.980e-04 6.590e-07 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.130e+00 9.950e-01 1.039e+01 0.138 5.070e-03
K01050.02 0.016 54 0.50 1.230e-13 9.380e-16 4.380e-04 1.780e-07 4.350e-08 2.070e-09 3.500e-02 1.450e-04 6.190e-01 5.020e-03 8.110e-03 4.740e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.110e+00 9.950e-01 6.773e+00 0.133 5.210e-03
K01052.01 0.022 115 0.81 3.620e-144 2.590e-145 3.810e-41 5.250e-44 1.640e-10 5.600e-11 1.110e-03 1.190e-05 1.410e-03 9.710e-05 7.250e-06 2.790e-07 6.880e-04 5.100e-06 0.000e+00 0.000e+00 1.070e+00 1.000e+00 1.073e+00 0.191 1.140e-04
K01052.02 0.014 73 0.69 2.850e-131 2.490e-131 5.760e-59 1.080e-60 1.130e-21 5.760e-21 1.110e-06 1.550e-07 9.230e-05 4.460e-05 4.450e-05 1.280e-05 3.970e-03 2.530e-04 0.000e+00 0.000e+00 1.120e-01 1.000e+00 1.161e-01 0.119 3.110e-04
K01052.03 0.021 224 2.64 3.880e-222 3.520e-222 3.510e-58 4.520e-60 5.450e-09 2.100e-08 3.660e-05 3.310e-06 2.450e-05 2.500e-04 1.350e-05 4.190e-05 3.790e-03 6.170e-04 0.000e+00 0.000e+00 1.290e-01 9.990e-01 1.329e-01 0.178 9.120e-04
K01052.04 0.021 245 1.74 4.020e-40 2.660e-40 6.190e-11 5.870e-13 5.770e-03 1.750e-02 6.950e-03 4.150e-04 1.710e-03 5.510e-03 9.220e-04 1.600e-03 4.190e-03 3.440e-04 0.000e+00 0.000e+00 1.840e-01 9.750e-01 2.035e-01 0.178 2.540e-02
K01053.01 0.013 33 2.55 9.030e-125 7.020e-128 1.840e-58 4.730e-62 6.640e-15 6.340e-17 1.930e-07 6.610e-10 2.310e-02 5.920e-04 5.450e-03 1.930e-04 0.000e+00 0.000e+00 5.890e-03 1.430e-06 1.130e+01 9.990e-01 1.133e+01 0.103 7.870e-04
K01053.02 0.020 230 1.11 2.190e-68 6.960e-69 1.090e-22 5.830e-25 7.610e-09 1.030e-08 9.470e-05 2.250e-06 9.540e-05 5.710e-05 1.340e-05 3.490e-06 3.170e-03 1.210e-04 0.000e+00 0.000e+00 4.330e-01 1.000e+00 4.364e-01 0.173 1.840e-04
K01055.01 0.285 320 0.50 3.210e-20 8.010e-19 9.220e-08 7.590e-08 9.020e-04 1.050e-01 1.260e-01 4.680e-01 3.370e-02 1.690e-01 7.600e-02 2.580e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.930e-05 1.270e-04 2.366e-01 0.006 1.000e+00
K01057.01 0.006 12 4.00 2.080e-19 3.830e-16 9.490e-08 1.950e-05 1.630e-26 1.810e-22 4.880e-06 7.030e-03 7.970e-22 3.190e-16 3.950e-06 9.930e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.700e-32 2.830e-27 8.925e-06 0.109 1.000e+00
K01058.01 0.292 96 0.50 7.550e-01 4.920e-02 5.430e+00 2.250e-02 3.040e+00 7.100e-01 1.090e+01 1.150e-01 4.240e-01 8.950e-03 3.420e-01 7.120e-03 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.430e-01 8.730e-02 2.123e+01 0.049 9.130e-01
K01059.01 0.010 28 1.53 5.630e-150 1.940e-152 1.470e-30 1.590e-34 8.650e-09 1.350e-10 7.190e-03 1.240e-05 1.530e-01 2.790e-03 6.330e-02 1.240e-03 3.400e-05 4.260e-09 0.000e+00 0.000e+00 1.970e+01 9.960e-01 1.992e+01 0.091 4.050e-03
K01060.01 0.019 79 1.11 0.000e+00 0.000e+00 2.020e-65 1.750e-67 8.190e-30 4.050e-29 1.350e-07 1.790e-08 5.820e-04 7.470e-04 6.990e-08 6.080e-08 6.710e-04 4.130e-05 9.310e-05 5.730e-06 8.800e-02 9.990e-01 8.935e-02 0.192 7.940e-04
K01060.02 0.011 45 1.23 0.000e+00 0.000e+00 5.400e-96 1.470e-96 3.400e-55 2.380e-53 3.190e-08 8.000e-08 1.610e-08 4.180e-07 4.440e-06 1.210e-04 3.890e-04 3.810e-04 8.430e-03 8.270e-03 5.910e-03 9.910e-01 1.473e-02 0.102 8.770e-03
K01060.04 0.011 61 2.73 0.000e+00 0.000e+00 1.830e-58 8.980e-60 4.940e-45 1.320e-43 8.320e-09 5.770e-09 8.120e-05 2.740e-03 3.880e-05 1.140e-03 2.130e-03 6.190e-04 7.130e-03 2.070e-03 2.640e-02 9.930e-01 3.578e-02 0.105 6.580e-03
K01061.01 0.019 86 0.66 1.580e-128 5.510e-129 1.470e-25 5.180e-28 6.230e-08 9.990e-08 3.010e-05 7.970e-07 6.600e-04 1.410e-04 2.650e-06 3.420e-07 1.710e-03 6.710e-05 0.000e+00 0.000e+00 3.650e-01 1.000e+00 3.674e-01 0.172 2.090e-04
K01062.01 0.009 71 0.50 6.260e-18 1.310e-17 2.350e-06 3.720e-08 1.790e-02 1.990e-01 3.670e-01 7.900e-02 5.890e-01 5.070e-01 3.850e-01 2.150e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.630e-07 3.670e-06 1.359e+00 0.143 1.000e+00
K01063.01 0.590 5077 0.50 1.240e+00 2.770e-01 1.280e+00 8.450e-03 2.820e-01 6.740e-01 1.660e-05 1.640e-06 2.330e-03 1.680e-04 2.090e-11 6.360e-13 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.640e+00 4.070e-02 6.444e+00 0.001 9.590e-01
K01064.01 0.414 4174 0.50 0.000e+00 0.000e+00 1.620e-191 1.100e-189 0.000e+00 0.000e+00 3.770e-83 4.120e-80 4.480e-153 3.920e-150 8.540e-40 3.030e-37 0.000e+00 0.000e+00 8.160e-03 1.000e+00 0.000e+00 0.000e+00 8.160e-03 0.001 1.000e+00
K01065.01 0.150 930 0.50 0.000e+00 0.000e+00 8.100e-97 2.620e-96 5.380e-68 3.100e-65 1.100e-13 2.650e-12 2.800e-02 9.670e-01 9.980e-08 1.690e-06 0.000e+00 0.000e+00 8.240e-03 3.350e-02 1.630e-113 9.300e-111 3.624e-02 0.079 1.000e+00
K01066.01 0.101 108 0.66 1.500e-259 1.460e-261 1.060e-48 7.560e-52 7.800e-06 5.650e-07 5.690e-03 2.510e-05 1.370e-03 1.050e-05 6.910e-19 5.040e-21 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.180e+01 1.000e+00 1.181e+01 0.068 3.610e-05
K01067.01 0.334 528 0.50 1.580e-03 7.490e-04 4.100e+00 9.840e-02 2.870e-01 8.700e-01 1.810e-08 5.900e-09 1.180e-01 1.930e-02 1.760e-03 2.430e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.470e-01 1.140e-02 4.955e+00 0.001 9.890e-01
K01068.01 0.044 124 2.34 6.170e-21 5.390e-21 6.760e-16 9.400e-17 1.240e-04 1.350e-03 1.220e-01 2.090e-01 2.640e-02 4.220e-01 2.860e-02 3.680e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.610e-16 1.190e-14 1.771e-01 0.051 1.000e+00
K01069.01 0.030 82 0.50 2.560e-256 1.680e-258 7.630e-30 9.160e-34 3.970e-05 1.270e-06 3.140e-04 3.480e-07 2.390e-03 2.300e-06 1.050e-06 6.210e-10 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.360e+01 1.000e+00 1.360e+01 0.203 3.910e-06
K01069.02 0.017 57 0.54 1.560e-206 2.860e-209 3.470e-39 4.080e-43 2.940e-08 3.500e-10 6.320e-03 9.660e-06 2.530e-01 1.320e-04 5.500e-03 2.580e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.000e+01 1.000e+00 2.026e+01 0.143 1.440e-04
K01070.01 0.021 81 0.51 0.000e+00 0.000e+00 1.770e-108 8.250e-111 6.270e-20 5.470e-20 1.950e-05 6.470e-07 5.290e-04 3.210e-05 2.590e-07 1.040e-08 5.730e-04 6.400e-06 0.000e+00 0.000e+00 3.690e-01 1.000e+00 3.701e-01 0.192 3.920e-05
K01070.02 0.034 448 0.96 5.560e-195 1.670e-195 4.880e-52 2.290e-54 1.420e-07 2.130e-07 1.730e-03 8.390e-05 1.160e-04 5.150e-05 2.060e-06 4.420e-07 3.090e-03 2.170e-04 0.000e+00 0.000e+00 3.610e-01 1.000e+00 3.659e-01 0.192 3.530e-04
K01071.01 0.014 28 4.00 1.120e-249 3.440e-250 1.650e-56 3.630e-58 2.710e-69 2.960e-69 1.140e-15 2.800e-16 2.560e-05 2.260e-04 1.060e-01 1.000e+00 0.000e+00 0.000e+00 8.820e-05 1.140e-06 2.030e-35 1.570e-34 1.061e-01 0.135 1.000e+00
K01072.01 0.022 73 0.50 1.160e-275 8.380e-277 3.900e-33 2.640e-36 5.670e-10 1.580e-10 1.620e-04 1.410e-06 4.820e-04 6.240e-06 2.370e-06 1.480e-08 3.660e-05 1.290e-07 0.000e+00 0.000e+00 1.570e+00 1.000e+00 1.571e+00 0.191 7.800e-06
K01073.01 0.009 84 1.50 3.880e-213 2.030e-212 2.340e-78 2.370e-78 4.930e-26 4.650e-24 4.840e-11 7.330e-10 1.140e-05 1.600e-03 2.260e-03 2.050e-01 0.000e+00 0.000e+00 7.970e-03 8.060e-03 2.310e-03 7.850e-01 1.255e-02 0.096 2.150e-01
K01074.01 0.103 272 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.230e-34 9.610e-34 1.190e-06 7.730e-07 1.010e-40 3.280e-41 2.240e-28 4.920e-29 0.000e+00 0.000e+00 8.200e-03 9.130e-04 9.180e-02 9.990e-01 1.000e-01 0.056 9.130e-04
K01075.01 0.074 433 0.50 5.240e-06 3.320e-08 1.410e-03 6.190e-07 2.870e-01 3.130e-02 2.130e-01 8.010e-04 1.720e-01 1.400e-03 7.070e-15 2.820e-17 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.040e+00 9.660e-01 6.713e+00 0.078 3.350e-02
K01076.01 0.290 252 1.53 6.990e-06 3.980e-07 1.640e-02 2.880e-05 4.140e+00 9.490e-01 1.330e+00 8.620e-03 1.920e-01 2.870e-02 5.420e-03 6.260e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.990e-01 1.360e-02 6.183e+00 0.013 9.860e-01
