koi rprs secthresh maxrad lhood_heb pr_heb lhood_heb_Px2 pr_heb_Px2 lhood_eb pr_eb lhood_eb_Px2 pr_eb_Px2 lhood_beb pr_beb lhood_beb_Px2 pr_beb_Px2 lhood_boxy pr_boxy lhood_long pr_long lhood_pl pr_pl lhood_tot fp FPP
K03812.01 0.307 202 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.500e-86 1.300e-82 1.120e-178 3.190e-175 7.840e-17 1.260e-13 0.000e+00 0.000e+00 8.380e-03 1.000e+00 4.000e-85 2.470e-82 8.380e-03 0.001 1.000e+00
K03813.01 0.052 178 0.50 1.640e-136 7.240e-136 4.810e-19 2.070e-19 1.290e-05 7.540e-04 8.410e-02 5.160e-01 1.080e-01 4.810e-01 2.110e-04 9.330e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.890e-05 1.230e-03 1.924e-01 0.053 9.990e-01
K03814.01 0.030 48 0.50 1.110e-90 2.250e-90 4.510e-15 1.520e-16 7.060e-122 5.370e-121 4.200e-20 4.010e-21 6.840e-08 5.580e-08 2.030e-27 1.110e-27 0.000e+00 0.000e+00 8.360e-03 9.210e-04 3.400e-02 9.990e-01 4.236e-02 0.213 9.210e-04
K03815.01 0.063 188 0.50 1.560e-35 3.080e-36 3.890e-06 2.320e-07 3.460e-01 5.720e-01 6.220e-01 3.980e-01 2.360e-03 1.530e-04 1.790e-01 1.620e-02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.060e-03 1.440e-02 1.155e+00 0.067 9.860e-01
K03816.01 0.259 95 4.00 2.500e-90 2.230e-89 2.670e-16 2.130e-17 5.310e-51 1.500e-49 1.130e-08 3.510e-09 1.540e-02 9.320e-01 2.140e-03 6.840e-02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.770e-11 6.570e-10 1.754e-02 0.031 1.000e+00
K03817.01 0.406 9388 0.50 3.250e-45 1.620e-46 3.800e-36 1.620e-38 1.230e-01 2.620e-01 8.310e-02 3.670e-03 1.470e+01 7.200e-01 5.920e-01 1.340e-02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.510e-01 1.010e-03 1.565e+01 0.001 9.990e-01
K03819.01 0.481 37215 0.57 4.590e-321 6.040e-317 7.250e-214 1.590e-209 2.370e-306 6.950e-301 8.670e-20 6.810e-15 1.330e-94 9.730e-91 1.120e-06 5.300e-03 0.000e+00 0.000e+00 8.130e-03 9.950e-01 1.020e-105 9.180e-103 8.131e-03 0.001 1.000e+00
K03820.01 0.057 1586 2.94 8.190e-311 5.670e-309 1.310e-91 1.460e-91 1.590e-06 9.800e-04 5.310e-07 2.800e-06 8.440e-04 9.620e-01 2.360e-06 1.360e-03 0.000e+00 0.000e+00 7.290e-05 8.380e-04 2.610e-04 3.440e-02 1.182e-03 0.051 9.660e-01
K03821.01 0.839 197852 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.590e-202 1.890e-196 1.840e-45 9.210e-42 1.200e-44 3.300e-41 7.260e-29 7.630e-26 0.000e+00 0.000e+00 8.050e-03 1.000e+00 3.240e-185 3.380e-182 8.050e-03 0.001 1.000e+00
K03822.01 0.308 440 0.50 1.460e-169 4.910e-170 3.280e-34 1.670e-35 5.250e-14 1.560e-13 7.130e-03 2.910e-03 3.010e+00 4.030e-01 6.730e+00 5.940e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.040e-34 8.890e-35 9.747e+00 0.013 1.000e+00
K03823.01 0.058 321 0.50 6.400e-46 2.780e-46 6.480e-18 3.830e-20 4.450e-01 8.150e-01 7.700e-02 2.820e-03 1.120e-02 8.700e-04 1.940e-04 1.300e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.170e-01 1.810e-01 7.504e-01 0.051 8.190e-01
K03824.01 0.478 74950 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.080e-107 1.190e-102 1.280e-70 1.230e-67 7.350e-24 2.970e-21 4.170e-03 8.260e-01 0.000e+00 0.000e+00 8.070e-03 1.740e-01 5.320e-08 6.530e-06 1.224e-02 0.001 1.000e+00
K03825.01 0.701 96860 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.270e-280 8.030e-277 0.000e+00 0.000e+00 1.410e-65 1.510e-62 0.000e+00 0.000e+00 8.400e-03 1.000e+00 0.000e+00 0.000e+00 8.400e-03 0.001 1.000e+00
K03826.01 0.309 1096 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.200e-03 1.000e+00 0.000e+00 0.000e+00 8.200e-03 0.017 1.000e+00
K03828.01 0.286 299 1.14 0.000e+00 0.000e+00 5.180e-78 5.490e-77 1.950e-133 5.180e-130 4.440e-19 4.020e-17 2.410e-05 1.580e-02 1.850e-03 8.150e-01 0.000e+00 0.000e+00 9.000e-03 1.690e-01 2.660e-19 2.410e-17 1.087e-02 0.003 1.000e+00
K03829.01 0.564 8672 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.400e-34 3.460e-31 0.000e+00 0.000e+00 8.260e-03 1.000e+00 0.000e+00 0.000e+00 8.260e-03 0.001 1.000e+00
K03830.01 0.333 21571 2.46 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.810e-01 8.730e-01 8.090e-20 3.330e-21 1.180e-01 5.560e-02 1.050e-20 1.900e-21 0.000e+00 0.000e+00 8.060e-03 1.220e-05 4.710e-01 7.180e-02 9.781e-01 0.023 9.280e-01
K03831.01 0.581 70907 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.700e-189 1.440e-186 1.600e-117 6.520e-115 4.190e-03 9.370e-01 0.000e+00 0.000e+00 8.020e-03 6.310e-02 0.000e+00 0.000e+00 1.221e-02 0.001 1.000e+00
K03832.01 0.086 939 0.50 0.000e+00 0.000e+00 1.190e-154 6.450e-153 0.000e+00 0.000e+00 1.190e-32 4.190e-30 2.520e-05 2.240e-02 6.380e-07 3.950e-04 0.000e+00 0.000e+00 8.390e-03 9.770e-01 0.000e+00 0.000e+00 8.416e-03 0.053 1.000e+00
K03833.01 0.087 2897 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.780e-258 8.010e-258 0.000e+00 0.000e+00 2.080e-299 1.780e-297 0.000e+00 0.000e+00 1.050e-02 1.000e+00 0.000e+00 0.000e+00 1.050e-02 0.051 1.000e+00
K03834.01 0.223 694 1.26 6.180e-98 9.480e-95 5.840e-27 7.910e-25 7.500e-78 8.890e-74 2.060e-23 1.540e-20 2.500e-05 1.530e-01 2.000e-09 5.710e-06 0.000e+00 0.000e+00 8.100e-03 8.470e-01 0.000e+00 0.000e+00 8.125e-03 0.043 1.000e+00
K03835.01 0.032 110 0.50 6.160e-04 5.110e-05 3.100e-05 2.130e-08 1.030e-01 2.690e-02 5.510e-02 1.390e-04 5.290e-03 1.880e-04 5.040e-09 8.180e-11 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.340e+00 9.730e-01 2.504e+00 0.203 2.730e-02
K03836.01 0.042 538 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.610e-237 3.130e-234 0.000e+00 0.000e+00 9.400e-39 4.320e-36 0.000e+00 0.000e+00 8.150e-03 1.000e+00 0.000e+00 0.000e+00 8.150e-03 0.197 1.000e+00
K03837.01 0.337 213 0.50 5.290e-42 7.050e-42 9.520e-17 1.230e-17 1.150e-02 9.920e-02 5.820e-01 7.160e-01 4.030e-01 8.390e-02 5.370e-01 9.900e-02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.180e-02 1.530e-03 1.545e+00 0.001 9.980e-01
K03838.01 0.286 380 0.50 7.150e-295 6.730e-294 1.010e-39 8.640e-40 2.750e-56 2.470e-54 3.380e-05 1.840e-04 2.480e-02 1.720e-01 1.460e-01 8.280e-01 0.000e+00 0.000e+00 3.010e-05 3.070e-05 4.430e-25 9.970e-24 1.709e-01 0.012 1.000e+00
K03839.01 0.238 246 0.50 0.000e+00 0.000e+00 5.830e-224 8.260e-222 1.040e-274 3.960e-270 4.370e-60 1.160e-56 6.510e-142 1.860e-138 3.730e-42 5.230e-39 0.000e+00 0.000e+00 8.100e-03 1.000e+00 0.000e+00 0.000e+00 8.100e-03 0.007 1.000e+00
K03840.01 0.426 2508 1.29 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.970e-20 2.360e-16 0.000e+00 0.000e+00 8.370e-03 1.000e+00 0.000e+00 0.000e+00 8.370e-03 0.001 1.000e+00
K03841.01 0.429 15457 0.84 0.000e+00 0.000e+00 6.270e-155 5.740e-151 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.830e-22 2.880e-18 0.000e+00 0.000e+00 8.110e-03 1.000e+00 0.000e+00 0.000e+00 8.110e-03 0.001 1.000e+00
K03842.01 0.619 12753 0.50 0.000e+00 0.000e+00 3.860e-45 4.870e-46 2.160e-04 2.910e-03 1.050e-12 9.390e-13 8.250e-02 1.110e-02 1.750e-02 1.330e-03 0.000e+00 0.000e+00 4.000e-05 2.810e-07 1.870e+01 9.850e-01 1.880e+01 0.001 1.540e-02
K03843.01 0.057 1012 2.25 0.000e+00 0.000e+00 1.460e-155 5.390e-155 1.190e-09 1.300e-06 2.690e-10 4.390e-09 4.110e-04 6.240e-01 3.300e-07 2.630e-04 0.000e+00 0.000e+00 1.400e-02 3.760e-01 2.340e-07 6.090e-05 1.441e-02 0.051 1.000e+00
K03844.01 0.318 12072 0.50 3.250e-28 1.090e-30 1.690e-02 7.550e-05 1.970e-05 3.810e-07 2.440e+01 3.530e-01 1.000e+00 4.380e-04 6.990e-01 2.310e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.470e+01 6.460e-01 6.082e+01 0.068 3.540e-01
K03845.01 0.312 347 0.87 1.070e+00 1.010e-01 1.130e+00 1.630e-03 2.540e+00 8.110e-01 9.350e-01 3.730e-03 1.230e+00 4.860e-02 3.880e-02 1.130e-03 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.430e-01 3.300e-02 7.787e+00 0.011 9.670e-01
K03848.01 0.016 27 0.50 6.410e-143 6.980e-146 3.570e-39 1.480e-43 2.030e-12 1.180e-14 2.040e-06 9.070e-10 9.650e-03 1.370e-06 3.790e-07 4.660e-11 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.210e+01 1.000e+00 4.211e+01 0.143 1.380e-06
K03849.01 0.499 18165 0.50 1.100e-03 5.360e-06 4.200e+01 5.150e-02 1.260e-01 3.320e-03 1.560e+02 9.350e-01 2.360e+00 2.550e-03 2.680e-01 1.470e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.620e+00 7.210e-03 2.034e+02 0.007 9.930e-01
K03850.01 0.454 759 0.50 0.000e+00 0.000e+00 2.790e-76 6.780e-74 2.370e-13 9.710e-09 3.440e-11 1.390e-07 3.740e-09 3.680e-06 1.060e-05 6.610e-03 0.000e+00 0.000e+00 9.670e-03 9.930e-01 3.550e-21 7.250e-19 9.681e-03 0.001 1.000e+00
K03852.01 0.352 189 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.180e-03 1.000e+00 0.000e+00 0.000e+00 8.180e-03 0.001 1.000e+00
K03853.01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K03857.01 0.685 118014 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.700e-71 1.600e-67 7.560e-102 8.430e-99 1.030e-03 4.890e-01 0.000e+00 0.000e+00 7.960e-03 5.110e-01 0.000e+00 0.000e+00 8.990e-03 0.001 1.000e+00
K03859.01 0.509 117605 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.630e-186 3.520e-182 4.520e-92 4.510e-89 3.160e-12 1.160e-09 0.000e+00 0.000e+00 7.990e-03 1.000e+00 2.740e-134 4.990e-131 7.990e-03 0.002 1.000e+00
K03861.01 0.286 492 0.50 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K03862.02 0.253 482 2.61 0.000e+00 0.000e+00 4.710e-229 5.740e-229 1.280e-138 4.490e-136 1.810e-35 1.740e-34 1.030e-03 7.880e-01 1.010e-04 3.670e-02 0.000e+00 0.000e+00 1.130e-02 1.750e-01 4.010e-19 4.270e-17 1.243e-02 0.031 1.000e+00
K03863.01 0.067 2236 0.50 2.130e-08 1.200e-05 2.130e-15 4.200e-15 5.550e-06 2.050e-02 2.070e-05 2.770e-04 1.600e-04 2.050e-02 9.420e-11 4.040e-09 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.260e-04 9.590e-01 1.012e-03 0.079 4.130e-02
K03864.01 0.012 8 0.57 5.010e-15 9.360e-19 1.210e-05 4.170e-10 2.910e-09 3.490e-12 1.990e-03 9.660e-07 2.710e-01 2.350e-04 1.510e-02 1.400e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.600e+01 1.000e+00 5.629e+01 0.095 2.500e-04
K03864.02 0.011 67 1.02 2.180e-25 4.860e-26 6.560e-08 1.590e-10 1.140e-12 9.010e-13 2.430e-06 4.490e-08 1.180e-03 5.010e-04 6.110e-05 1.370e-05 5.600e-04 7.340e-06 0.000e+00 0.000e+00 1.400e+00 9.990e-01 1.402e+00 0.087 5.220e-04
K03866.01 0.392 236 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.160e-204 7.000e-201 0.000e+00 0.000e+00 8.290e-03 1.000e+00 0.000e+00 0.000e+00 8.290e-03 0.001 1.000e+00
K03868.01 0.018 92 0.50 3.460e-01 4.920e-03 3.630e-01 3.750e-04 2.060e+00 2.460e-01 6.150e-01 7.220e-03 6.900e-01 5.950e-03 1.580e-01 9.370e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.700e+00 7.340e-01 5.932e+00 0.149 2.660e-01
K03870.01 0.232 5800 0.50 4.590e-210 7.790e-208 2.440e-41 1.260e-40 1.010e-04 1.920e-01 1.100e-10 4.300e-09 1.020e-02 7.020e-01 5.770e-06 2.970e-04 0.000e+00 0.000e+00 9.700e-03 1.040e-01 4.300e-06 1.180e-03 2.001e-02 0.036 9.990e-01
K03871.01 0.223 111 0.51 1.300e-02 4.880e-04 4.160e-05 9.290e-08 6.360e+00 9.580e-01 1.510e+00 2.400e-02 4.570e-01 4.050e-03 9.920e-02 4.850e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.220e-02 1.260e-02 8.481e+00 0.039 9.870e-01
K03872.01 0.250 360 0.50 0.000e+00 0.000e+00 3.460e-317 2.600e-315 1.580e-234 4.010e-230 2.950e-81 3.370e-78 3.370e-19 7.130e-16 9.340e-09 9.320e-06 0.000e+00 0.000e+00 8.350e-03 1.000e+00 1.470e-165 5.400e-162 8.350e-03 0.009 1.000e+00
K03873.01 0.095 672 3.00 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K03874.01 0.038 122 0.50 3.810e-43 3.610e-46 1.240e-18 3.420e-22 2.060e+00 2.250e-02 5.910e+00 1.640e-02 3.590e+00 2.160e-03 7.830e+00 4.240e-03 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.120e+01 9.550e-01 3.059e+01 0.198 4.530e-02
K03875.01 0.239 105 0.51 1.700e-04 7.080e-06 1.130e+00 1.470e-03 4.380e+00 9.600e-01 1.290e+00 1.680e-02 1.090e+00 3.990e-03 4.330e-01 1.110e-03 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.310e-01 1.690e-02 8.954e+00 0.011 9.830e-01
K03876.01 0.020 79 0.50 1.300e-03 2.830e-05 1.190e-03 2.660e-07 3.350e-01 3.600e-02 2.040e-02 3.970e-05 3.870e-03 3.160e-05 9.850e-08 4.810e-10 0.000e+00 0.000e+00 0.000e+00 0.000e+00 5.020e+00 9.640e-01 5.382e+00 0.205 3.610e-02
K03877.01 0.176 40 1.02 0.000e+00 0.000e+00 1.410e-226 1.040e-224 0.000e+00 0.000e+00 2.280e-235 1.480e-232 0.000e+00 0.000e+00 1.850e-07 3.230e-04 0.000e+00 0.000e+00 8.230e-03 1.000e+00 0.000e+00 0.000e+00 8.230e-03 0.059 1.000e+00
K03878.02 0.013 57 2.19 1.310e-09 9.920e-11 3.780e-02 3.230e-05 3.120e-01 1.050e-01 1.690e+00 1.460e-02 1.080e+00 5.290e-01 5.470e-01 1.840e-01 8.180e-05 2.530e-07 0.000e+00 0.000e+00 4.510e-01 1.680e-01 4.118e+00 0.140 8.320e-01
K03879.01 0.328 1099 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.700e-226 6.160e-223 0.000e+00 0.000e+00 4.500e-149 9.560e-146 0.000e+00 0.000e+00 8.200e-03 1.000e+00 0.000e+00 0.000e+00 8.200e-03 0.001 1.000e+00
K03883.01 0.619 16840 4.00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 6.060e-264 5.000e-263 3.880e-45 1.120e-43 5.180e-02 1.000e+00 0.000e+00 0.000e+00 8.070e-03 2.760e-04 0.000e+00 0.000e+00 5.987e-02 0.001 1.000e+00
K03884.01 0.230 476 0.50 2.560e-90 4.490e-90 2.280e-34 2.140e-35 3.840e-26 4.670e-25 5.930e-10 4.620e-10 1.880e-01 2.120e-01 1.420e+00 7.880e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.530e-46 1.010e-45 1.608e+00 0.034 1.000e+00
K03885.01 0.220 91 0.50 1.010e-125 4.650e-126 6.800e-72 3.160e-73 3.230e-07 9.490e-07 1.020e-03 4.830e-04 4.080e-01 5.300e-02 8.620e+00 9.460e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.630e-13 1.170e-12 9.029e+00 0.048 1.000e+00
K03886.01 0.031 179 2.64 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K03887.01 0.237 103 0.50 1.900e-51 1.810e-51 9.350e-17 2.060e-17 6.510e-08 1.260e-06 1.880e-04 5.450e-04 1.720e-02 7.790e-02 3.490e-01 9.220e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.270e-53 4.400e-53 3.664e-01 0.001 1.000e+00
K03888.01 0.227 273 0.50 1.790e-44 6.770e-45 4.630e-12 2.170e-13 5.360e-13 9.860e-13 2.490e-03 8.030e-04 3.580e-01 7.860e-02 6.000e+00 9.210e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.140e-23 3.550e-23 6.360e+00 0.031 1.000e+00
K03889.01 0.032 142 0.57 0.000e+00 0.000e+00 6.950e-78 1.060e-77 1.390e-71 1.530e-68 1.640e-13 3.930e-12 7.380e-04 2.860e-02 4.540e-05 1.590e-03 0.000e+00 0.000e+00 1.660e-02 9.700e-01 3.040e-28 3.830e-25 1.738e-02 0.154 1.000e+00
K03890.01 0.043 303 5.10 1.360e-129 3.380e-128 9.690e-59 1.320e-59 1.570e-125 1.310e-123 8.070e-80 2.540e-80 1.110e-05 4.910e-03 1.490e-13 3.510e-11 4.000e-03 1.510e-02 1.180e-02 4.440e-02 9.170e-03 9.360e-01 2.498e-02 0.174 6.440e-02
K03891.01 0.260 112 2.07 6.060e-08 6.850e-08 1.600e-02 2.450e-04 2.990e-05 1.240e-04 9.350e-02 4.610e-03 6.350e-02 4.770e-01 1.330e-01 5.160e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.520e-03 1.510e-03 3.075e-01 0.022 9.980e-01
K03892.01 0.008 14 1.56 1.150e-121 6.590e-124 2.200e-14 2.940e-18 4.990e-13 1.790e-14 9.740e-04 2.010e-06 8.980e-02 7.430e-04 1.100e-03 7.540e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.360e+01 9.990e-01 1.369e+01 0.077 7.520e-04
K03893.01 0.026 118 0.50 1.890e-53 2.520e-56 1.890e-13 4.030e-17 2.490e-08 2.210e-10 2.010e-02 2.740e-05 1.820e-01 8.310e-05 3.190e-03 1.340e-06 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.080e+01 1.000e+00 2.101e+01 0.196 1.120e-04
K03895.01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K03896.01 0.013 373 3.00 0.000e+00 0.000e+00 1.300e-196 7.140e-195 3.000e-181 2.540e-177 2.190e-44 8.610e-42 7.440e-06 2.940e-01 9.140e-12 1.640e-07 3.700e-06 3.150e-04 8.300e-03 7.050e-01 3.020e-61 5.400e-57 8.311e-03 0.116 1.000e+00
K03898.01 0.382 3660 4.00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.700e-51 6.730e-47 0.000e+00 0.000e+00 8.060e-03 1.000e+00 0.000e+00 0.000e+00 8.060e-03 0.005 1.000e+00
K03899.01 0.521 53891 0.50 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.350e-219 4.100e-216 6.740e-147 1.040e-143 9.650e-04 6.710e-01 0.000e+00 0.000e+00 8.030e-03 3.290e-01 1.620e-172 4.040e-170 8.995e-03 0.001 1.000e+00
K03900.01 0.238 1292 3.30 6.670e-65 6.220e-64 4.420e-23 1.120e-23 1.970e-06 1.710e-04 2.090e-05 4.840e-05 1.520e-02 9.870e-01 3.010e-04 1.020e-02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 4.950e-04 2.630e-03 1.602e-02 0.011 9.970e-01
K03901.01 0.035 263 1.44 0.000e+00 0.000e+00 3.830e-88 5.680e-89 8.190e-13 2.410e-11 5.730e-04 4.040e-04 6.980e-05 1.220e-03 6.800e-06 6.880e-05 2.610e-03 3.960e-03 0.000e+00 0.000e+00 2.770e-02 9.940e-01 3.096e-02 0.128 5.650e-03
K03902.01 0.013 77 1.32 0.000e+00 0.000e+00 7.110e-127 4.710e-125 6.250e-219 6.010e-215 1.010e-40 7.300e-38 1.600e-30 2.440e-27 3.800e-09 4.220e-06 0.000e+00 0.000e+00 8.190e-03 1.000e+00 5.950e-187 1.560e-182 8.190e-03 0.101 1.000e+00
K03904.01 0.200 327 2.04 1.700e-195 4.540e-195 1.240e-29 7.500e-31 1.210e-14 2.000e-13 7.730e-04 4.730e-04 1.340e-02 3.360e-01 4.030e-02 6.640e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.640e-21 6.830e-21 5.447e-02 0.023 1.000e+00
K03905.01 0.245 306 1.20 0.000e+00 0.000e+00 3.370e-85 8.090e-84 7.200e-96 1.130e-92 1.620e-76 3.060e-74 7.280e-18 4.530e-15 2.480e-03 9.050e-01 0.000e+00 0.000e+00 8.050e-03 9.480e-02 1.320e-121 3.530e-118 1.053e-02 0.053 1.000e+00
K03906.01 0.217 455 0.50 0.000e+00 0.000e+00 6.410e-212 4.020e-211 1.180e-165 1.090e-162 1.680e-42 1.370e-40 7.520e-04 3.400e-02 3.620e-02 9.120e-01 0.000e+00 0.000e+00 8.190e-03 5.420e-02 7.980e-220 7.070e-217 4.514e-02 0.051 1.000e+00
K03907.01 0.030 84 0.50 2.850e-01 1.680e-01 1.620e-01 9.110e-04 2.210e-01 5.330e-01 1.690e-01 6.760e-03 1.550e-01 1.380e-02 4.530e-03 2.850e-04 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.410e-01 2.770e-01 1.238e+00 0.068 7.230e-01
K03908.01 0.014 32 2.31 4.810e-67 2.020e-65 2.270e-21 4.640e-22 2.210e-15 4.360e-13 2.190e-15 2.730e-15 1.050e-03 1.770e-01 2.600e-10 1.710e-08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 3.620e-03 8.230e-01 4.670e-03 0.204 1.770e-01
K03909.01 0.028 222 2.67 0.000e+00 0.000e+00 1.120e-104 6.190e-106 6.620e-27 9.270e-26 1.750e-05 8.180e-06 7.470e-05 1.760e-03 3.620e-06 9.490e-05 1.450e-03 1.510e-03 9.210e-05 9.570e-05 3.720e-02 9.970e-01 3.884e-02 0.195 3.470e-03
K03910.01 0.251 95 4.00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 9.280e-118 1.200e-114 4.400e-133 2.670e-128 5.350e-12 2.360e-07 0.000e+00 0.000e+00 8.260e-03 1.000e+00 0.000e+00 0.000e+00 8.260e-03 0.026 1.000e+00
K03911.01 0.012 31 0.51 0.000e+00 0.000e+00 2.190e-128 1.420e-130 6.100e-21 5.690e-21 1.550e-08 1.470e-09 6.360e-07 2.350e-08 8.760e-11 2.800e-12 9.240e-05 1.160e-06 1.630e-06 2.030e-08 2.960e-01 1.000e+00 2.961e-01 0.096 1.200e-06
K03913.01 0.053 36 0.50 1.100e-131 2.140e-133 8.180e-49 6.540e-51 2.950e-03 7.720e-04 5.390e-01 6.750e-02 1.400e+00 3.550e-02 2.640e+01 8.960e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.080e-12 1.920e-12 2.834e+01 0.087 1.000e+00
K03914.01 0.047 1356 0.81 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 8.410e-202 2.250e-199 2.010e-91 6.100e-88 1.110e-36 1.380e-33 0.000e+00 0.000e+00 8.870e-03 1.000e+00 0.000e+00 0.000e+00 8.870e-03 0.127 1.000e+00
K03916.01 0.025 114 0.50 1.330e-36 2.200e-38 4.660e-05 3.170e-08 4.650e-03 4.310e-04 1.650e-04 6.890e-07 7.970e-04 3.700e-06 8.080e-06 4.120e-08 0.000e+00 0.000e+00 0.000e+00 0.000e+00 2.870e+00 1.000e+00 2.876e+00 0.194 4.350e-04
K03918.01 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan 
K03919.01 0.229 283 0.51 4.730e-02 2.400e-02 7.640e-01 8.530e-03 4.320e-01 8.200e-01 1.390e+00 7.470e-02 5.200e-01 5.080e-02 2.040e-01 1.270e-02 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.580e-02 9.670e-03 3.373e+00 0.031 9.900e-01
K03920.01 0.087 124 0.50 2.850e-83 1.550e-80 1.600e-13 1.400e-12 3.090e-51 5.010e-48 1.400e-07 2.430e-06 2.100e-03 2.730e-01 5.920e-03 5.620e-01 0.000e+00 0.000e+00 7.390e-03 1.650e-01 1.420e-15 1.140e-12 1.541e-02 0.051 1.000e+00
K03921.01 0.057 1017 2.46 4.060e-53 3.780e-56 1.160e-33 4.070e-37 1.310e-10 2.990e-12 1.120e-02 3.160e-05 2.130e+01 7.680e-01 1.180e+01 2.320e-01 0.000e+00 0.000e+00 0.000e+00 0.000e+00 7.850e-09 3.390e-10 3.311e+01 0.097 1.000e+00
K03922.01 0.089 6751 0.50 2.130e-88 4.390e-88 1.880e-40 1.320e-41 1.970e-03 6.760e-02 1.780e-01 8.430e-02 2.540e-02 1.230e-02 1.530e-04 2.400e-05 0.000e+00 0.000e+00 0.000e+00 0.000e+00 1.980e-01 8.360e-01 4.035e-01 0.052 1.640e-01
