,FPP,L_beb,L_beb_Px2,L_boxy,L_eb,L_eb_Px2,L_heb,L_heb_Px2,L_long,L_pl,fp,fpV,lhood_beb,lhood_beb_Px2,lhood_boxy,lhood_eb,lhood_eb_Px2,lhood_heb,lhood_heb_Px2,lhood_long,lhood_pl,pr_beb,pr_beb_Px2,pr_boxy,pr_eb,pr_eb_Px2,pr_heb,pr_heb_Px2,pr_long,pr_pl
K00361.01,1.027e-06,6.16e-08,2.82081e-13,0.0,7.433e-16,6.612e-10,1.9325052e-12,2.389e-09,0.0,0.06281,0.137,2.806e-05,0.0005923,2.93549e-09,0.0,2.8619e-13,2.536e-06,4.12507e-09,8.554e-05,0.0,4.226,9.784e-07,4.4893e-12,0.0,1.1816e-14,1.0518e-08,3.1028012e-11,3.799e-08,0.0,1.0
K00362.01,3.3501e-05,1.557001718e-09,9.30790000165e-29,0.0,5.5595e-08,1.31360000002e-15,9.0736e-34,7.4095e-27,0.0,0.001715,0.019,0.00012499,4.469004924e-06,5.04159000089e-25,0.0,4.3178e-06,1.69090000002e-11,3.88324e-31,5.4788e-22,0.0,0.9775,9.05000991e-07,5.49876000097e-26,0.0,3.2591e-05,7.73600000009e-13,5.24376e-31,4.3344e-24,0.0,1.0
K00363.01,1.0,1.5549e-08,4.75303e-06,0.0,6.91093e-27,1.3934e-10,7.419e-32,1.7813e-13,0.0,1.19853e-13,0.001,44570400.0,3.1527e-05,0.0134898,0.0,1.111859e-24,2.853e-07,5.533e-29,2.0623e-09,0.0,5.47262e-10,0.0134249,0.9861,0.0,5.267857e-21,0.000510124,7.8653e-26,8.15575e-07,0.0,1.983678e-07
K00365.01,1.09403e-06,2.925621e-10,2.1343e-14,0.0,5.78114e-09,3.76876e-21,1.3349261e-10,8.558e-19,0.0,0.005655,0.217,4.7119e-05,1.273142e-06,2.6626e-10,0.0,2.92852e-06,4.039037e-16,2.390652e-07,3.4464e-13,0.0,1.898,5.135688e-08,3.7309e-12,0.0,1.01723e-06,6.66998e-19,2.3796234e-08,1.4954e-16,0.0,1.0
K00366.01,0.4533,3.8981e-08,1.62551e-21,0.0,2.3395e-05,1.1135e-11,7.552e-05,2.0253631e-10,0.0,0.0001183,0.039,6.561,0.00022668,2.287168e-17,0.0,0.004437,3.6649e-07,0.05011,2.70364e-05,0.0,0.07243,0.00017931,7.611761e-18,0.0,0.10503,5.116e-08,0.3482,9.07571e-07,0.0,0.5467
K00367.01,0.3036,5.0768e-08,4.3874e-21,0.0,0.002049,5.295e-08,0.0001948,6.314e-12,0.0,0.005136,0.087,7.605,0.0005043,7.2265e-17,0.0,0.5341,0.0017182,0.1755,6.921e-07,0.0,1.981,6.9262e-06,5.9889e-19,0.0,0.2772,7.185e-06,0.02646,8.649e-10,0.0,0.6964
K00368.01,0.00024351,6.2107e-08,3.14332e-21,0.0,1.01704e-08,2.3452e-12,1.8417e-10,4.132e-15,0.0,0.0002957,0.056,0.0026993,0.00058569,5.12533e-17,0.0,3.9945e-06,7.504e-08,3.297e-07,9.2976e-10,0.0,0.2596,0.00020746,1.06321e-17,0.0,3.5532e-05,8.028e-09,6.217e-07,1.40974e-11,0.0,0.9998
K00369.01,0.012836,0.0001818,1.5018e-06,0.0,0.00015491,6.567e-06,3.208e-05,2.2574e-06,0.0,0.02925,0.172,0.4466,0.07324,0.0006988,0.0,0.0226,0.03156,0.02407,0.05296,0.0,1.478,0.006153,5.1e-05,0.0,0.005258,0.0002219,0.0010933,7.621e-05,0.0,0.9873
K00369.02,0.007441,2.434e-06,7.269e-09,0.0,0.000508,2.3403e-07,2.722e-05,3.943e-07,0.0,0.07163,0.166,0.2479,0.005437,2.841e-05,0.0,0.03256,0.0016924,0.008426,0.015349,0.0,4.407,3.364e-05,9.999e-08,0.0,0.007019,3.3101e-06,0.0003783,5.482e-06,0.0,0.9927
K00370.01,5.579e-05,3.7192e-11,1.76420001162e-26,0.0,1.831e-07,1.019505e-14,3.681e-10,6.35200018314e-09,0.0,0.00339,0.114,0.0012613,2.2961e-07,1.81790001195e-22,0.0,3.968e-05,4.456e-10,2.45e-07,0.000767300027054,0.0,0.8407,1.0986e-08,5.20700003411e-24,0.0,5.38e-05,2.9848e-12,1.0853e-07,1.87700005398e-06,0.0,1.0
K00370.02,0.1663,5.866e-06,6.311e-08,0.0,2.0982e-05,2.7575e-06,3.916e-07,3.17e-08,0.0,0.0001504,0.218,8.75,0.014217,0.0001651,0.0,0.00349,0.05882,0.0002108,0.002961,0.0,0.01297,0.03243,0.0003486,0.0,0.11581,0.015317,0.00219,0.00017542,0.0,0.8337
K00371.01,0.9752,3.432e-05,3.778e-07,0.0,0.0001394,4.79e-07,0.0001543,1.869e-06,0.0,8.401e-06,0.054,425.5,0.10303,0.001989,0.0,0.115,0.016506,0.5173,0.2729,0.0,0.01376,0.10107,0.001113,0.0,0.411,0.0014206,0.4551,0.005509,0.0,0.02479
K00372.01,1.1116e-06,2.7995e-09,7.138513e-17,0.0,6.469e-11,1.171200131e-12,2.515e-14,7.65400000003e-23,0.0,0.002592,0.056,1.2316e-05,1.9059e-05,8.547061e-13,0.0,4.712e-08,4.703000524e-08,5.9579e-11,1.74490000001e-17,0.0,4.294,1.0848e-06,2.776844e-14,0.0,2.5022e-08,4.544000502e-10,9.6976e-12,3.00930000001e-20,0.0,1.0
K00373.01,1.0,3.7879981e-79,1.2097927248e-82,2.41e-07,2.71082e-16,3.46e-21,2.7151216009e-43,3.16061e-31,0.0,5.022e-15,0.212,3082900000.0,2.5102111e-75,1.49898027759e-78,0.00483,1.59177e-13,2.0777e-16,6.038272434e-40,1.19408e-25,0.0,2.0797e-12,1.5707519e-72,5.01328202663e-76,1.0,1.12318e-09,1.4318e-14,1.1230503886e-36,1.30836e-24,0.0,2.0796e-08
K00374.01,3.318e-07,5.046e-10,7.203457e-14,1.49e-10,4.8115e-11,8.76446e-17,4.9902e-15,1.762855e-27,0.0,0.002125,0.201,1.3234e-05,4.523e-06,6.871005e-10,2.98e-06,2.0664e-08,6.73749e-12,1.12e-11,9.852939e-22,0.0,0.8145,2.384e-07,3.403551e-11,7.013e-08,2.3089e-08,4.112581e-14,2.3728e-12,8.420218e-25,0.0,1.0
K00376.01,0.9963,2.099e-05,2.03e-07,0.0,0.010278,7.01e-05,0.003299,1.447e-05,0.0,5.05e-05,0.001,54.07,0.2458,0.004583,0.0,1.531,0.3598,2.13,0.4389,0.0,0.8074,0.001536,1.487e-05,0.0,0.7481,0.005111,0.2405,0.0010558,0.0,0.003686
K00376.02,0.935,0.004275,0.00284,0.0,0.004837,0.010727,0.0007221,0.0011393,0.0,0.00171,0.084,255.0,8.734,9.144,0.0,0.6592,3.352,0.4485,2.379,0.0,0.0674,0.1639,0.10883,0.0,0.1838,0.4074,0.02746,0.04352,0.0,0.06505
K00377.01,0.9568,1.27821e-06,1.4169e-05,0.0,4.69408e-20,8.651012e-08,4.7443e-28,2.418013447e-09,0.0,6.38445e-07,0.054,30810.34,0.00045135,0.007072,0.0,1.167364e-17,6.678074e-05,4.436e-25,1.1320063337e-05,0.0,0.000315161,0.072377,0.8786,0.0,2.91014e-15,0.0053999934,3.1749e-23,0.0001886010435,0.0,0.04320302
K00378.01,1.0,3.287e-05,1.731e-05,0.0,0.0007707,4.785e-05,6.284e-06,1.131e-05,0.0,4.3696e-10,0.001,1395000.0,0.07142,0.04299,0.0,0.06491,0.07799,0.0018372,0.07755,0.0,2.09364e-06,0.03864,0.021331,0.0,0.8628,0.05719,0.007293,0.01274,0.0,4.58e-07
K00379.01,0.0003087,2.109e-05,5.822e-09,0.0,1.556004613e-07,6.313e-10,1.0458e-19,3.448e-09,0.0,0.06904,0.197,0.012075,0.0501,2.2772e-05,0.0,2.368006919e-05,6.964e-06,6.951e-17,0.0002058,0.0,3.085,0.0003062,8.429e-08,0.0,2.25700652e-06,9.099e-09,1.5271e-18,4.985e-08,0.0,1.0
K00379.02,0.6446,0.0002781,0.0002356,0.0,6.7105e-08,2.889e-06,7.222e-18,2.366e-08,0.0,0.0002848,0.194,70.06,0.05837,0.05698,0.0,1.06071e-05,0.04317,5.5799e-15,0.002811,0.0,0.02667,0.3472,0.2939,0.0,8.3134e-05,0.003621,9.153e-15,2.947e-05,0.0,0.3554
K00380.01,0.4923,5.6965e-07,1.8549e-11,0.0,2.5026e-05,1.0973e-06,2.62734e-09,7.354e-10,0.0,2.8336e-05,0.053,12.649,0.0017728,6.673e-08,0.0,0.0019167,0.006065,1.08775e-06,2.4357e-05,0.0,0.004513,0.011094,4.5009e-07,0.0,0.457,0.024051,4.71035e-05,1.5794e-05,0.0,0.5077
K00381.01,1.0,7.245e-12,1.26931e-08,0.0,8.741e-09,1.502e-07,2.473e-12,2.895e-09,0.0,1.04e-23,0.001,5.24e+15,1.6592e-08,4.1096e-05,0.0,1.0318e-06,0.00011767,1.3449e-09,1.406e-05,0.0,5.054e-20,4.233e-05,0.0702,0.0,0.05072,0.8617,1.428e-05,0.01713,0.0,6.098e-17
K00382.01,0.9937,1.9321e-06,6.749e-06,0.0,0.0001604,4.756e-05,4.6537e-08,5.2291e-06,0.0,1.38281e-06,0.065,28730.5,0.0045464,0.02441,0.0,0.02843,0.11791,4.0042e-05,0.065324,0.0,0.000125471,0.0122709,0.03324,0.0,0.7049,0.2186,0.000213117,0.024542,0.0,0.0061671
K00384.01,1.07716e-05,1.889595e-07,1.68701207e-13,0.0,1.850835e-09,8.0177e-13,9.03900072158e-12,9.502e-11,0.0,0.01791,0.164,0.000350693,0.000353282,2.82840008e-10,0.0,2.262986e-07,4.8438e-09,4.89300038831e-09,2.2417e-06,0.0,0.6664,1.065134e-05,9.54131715e-12,0.0,1.0391303e-07,4.4741e-11,5.02200040133e-10,5.3043e-09,0.0,1.0
K00385.01,3.848e-05,5.794e-07,3.026963e-10,4.31e-09,3.2948e-14,7.95000020855e-09,7.2146e-16,1.3426e-09,0.0,0.01547,0.16,0.0012234,0.0008853,6.70782e-07,8.62e-05,5.9672e-12,0.000114000003003,5.01812e-13,0.000101257,0.0,2.009,3.756e-05,1.970393e-08,2.788e-07,2.14842e-12,5.16100013447e-07,4.63997e-14,8.6314e-08,0.0,1.0
K00386.01,0.0014243,1.4036e-09,2.19696e-11,1.47e-08,1.099e-05,5.6e-11,2.167e-09,1.761401e-12,0.0,0.007667,0.141,0.040173,4.691e-06,1.27128e-07,0.000293,0.0017468,6.337e-07,1.6555e-06,1.0366142e-07,0.0,1.433,1.8219e-07,2.8891e-09,1.911e-06,0.0014237,7.315e-09,2.8295e-07,2.294876e-10,0.0,0.9987
K00386.02,0.004434,8.015e-09,1.29615e-10,2.26e-07,7.156e-07,8.1416911e-10,8.875e-08,3.16207e-12,0.0,0.0002334,0.174,0.1545,1.491e-05,5.208e-07,0.00451,0.0001927,1.3191153e-05,0.0001168,2.49146e-07,0.0,0.0642,3.42e-05,5.5438e-07,0.0009631,0.003057,3.5192898e-06,0.0003779,1.348583e-08,0.0,0.9957
K00387.01,3.334e-06,1.1994e-07,1.650066e-17,0.0,1.5532e-26,6.385e-23,8.7179228e-44,7.27766e-17,0.0,0.0359,0.21,0.0001395,0.0007365,1.811934e-13,0.0,4.04576e-24,4.2034e-18,6.5426662e-41,9.03812e-12,0.0,4.87,3.334e-06,4.55963e-16,0.0,4.34583e-25,1.76141e-21,2.4219328e-42,2.023366e-15,0.0,1.0
K00388.01,0.393405042,3.27184620186e-07,8.89819630006e-13,0.0,1.775e-05,1.7668e-13,4.336285e-124,1.98326e-21,0.0,1.864e-05,0.182,38.6701827,0.00211219430121,7.55116780005e-09,0.0,0.003294,1.11e-09,4.609536e-121,1.09754e-16,0.0,0.0008424,0.00739721900484,4.20743850003e-08,0.0,0.3859,6.502e-09,1.0971734e-119,1.3706e-16,0.0,0.6066
K00389.01,1.0,1.2134e-06,5.256e-05,0.0,1.0744e-24,3.095e-08,1.47701e-27,6.645e-10,4.17e-10,9.119733226e-37,0.208,1.0728224938e+39,0.0031989,0.1639,0.0,3.738e-22,0.00012017,2.3324e-24,9.758e-06,8.34e-06,4.645468015e-35,0.02262,0.9768,0.0,1.9121e-20,0.0005799,2.83286e-23,1.243e-05,7.838e-06,1.8015882387e-32
K00390.01,1.0,2.0743e-06,0.0009225,0.0,2.888014e-12,5.176e-06,1.5812e-13,4.058e-07,0.0,6.5526728e-24,0.176,4.5254408e+24,0.0034591,1.577,0.0,1.853284e-09,0.006801,4.0156e-10,0.0023298,0.0,1.6585015e-22,0.0022798,0.9916,0.0,3.229129e-09,0.005668,1.7131e-10,0.0004339,0.0,6.3799115e-21
K00391.01,0.324333,3.00083e-07,3.581e-11,0.0,2.19953937876e-137,2.2467e-28,1.91685052216e-219,2.217756e-33,0.0,9.82e-07,0.069,1.496e+12,0.0001259056,1.5401e-08,0.0,2.01333601445e-135,2.094e-24,1.49974011743e-216,3.622598e-28,0.0,0.00014777,0.324323,4.907e-05,0.0,1.77005103827e-131,2.33778e-22,1.5686439304e-213,3.226843e-27,0.0,0.675700000001
K00392.01,0.0003074,1.1959e-06,1.4782e-08,1.49e-10,1.106742e-08,1.3851e-10,6.486e-13,5.712e-12,0.0,0.003983,0.197,0.012045,0.0008572,1.8597e-05,2.98e-06,1.84009e-06,2.3388e-06,5.4895e-10,5.156e-07,0.0,0.4971,0.0003007,3.698e-06,3.743e-08,2.832289e-06,3.4927e-08,1.61825e-10,1.4404e-09,0.0,1.0
K00392.02,0.010419,1.0133e-05,1.965e-05,7.86e-08,2.21e-09,1.433e-07,1.79779e-13,6.577e-09,0.0,0.002848,0.134,0.2812,0.002008,0.005177,0.00157,1.6333e-07,0.0008712,6.7915e-11,0.0002082,0.0,0.2757,0.003527,0.006826,2.732e-05,7.704e-07,4.988e-05,6.2146e-11,2.285e-06,0.0,0.9897
K00393.01,0.0005366,1.8687e-06,4.3188078347e-09,4.41e-08,4.08513e-17,2.857112e-09,1.0832e-16,5.051e-14,0.0,0.003567,0.219,0.023448,0.00013938,3.8807217456e-07,0.000881,7.674393e-15,3.357564e-05,8.7887e-14,3.703e-09,0.0,0.375,0.0005224,1.22522353249e-06,1.235e-05,1.1427788e-14,7.974461e-07,3.034e-14,1.4144e-11,0.0,0.9995
K00394.01,1.0,0.0001566,4.829e-05,0.0,0.0001447,3.18e-05,1.9173e-07,3.625e-06,0.0,4.053e-08,0.001,1916.0,0.4472,0.1968,0.0,0.009261,0.1211,7.229e-05,0.11693,0.0,0.0003214,0.408,0.1258,0.0,0.3735,0.08274,0.0004991,0.009466,0.0,0.00010568
K00395.01,0.8447,0.0004436,0.0001317,0.0,0.008832,0.0002261,0.0011621,3.513e-05,0.0,0.001991,0.051,55.73,0.9095,0.4222,0.0,0.9545,0.547,0.4981,0.4466,0.0,0.3272,0.03472,0.010296,0.0,0.6884,0.017637,0.09064,0.002748,0.0,0.1553
K00397.01,0.9982,0.0006196,2.768663e-06,0.0,0.03518,2.59e-05,0.01398,1.4426e-05,0.0,7.91e-05,0.001,125.4,0.1456,0.0008388528,0.0,3.322,0.10484,6.499,0.337,0.0,1.269,0.01242,5.615359e-05,0.0,0.7046,0.000519,0.2807,0.0002906,0.0,0.001588
K00398.01,0.002768,4.617e-07,1.9383e-13,0.0,6.1421e-06,8.903e-08,3.162e-09,2.029e-15,0.0,0.002428,0.059,0.032841,0.005457,7.521e-09,0.0,0.0011692,0.000934,3.609e-06,1.2309e-10,0.0,1.319,0.00019214,7.994e-11,0.0,0.0025378,3.637e-05,1.3036e-06,8.285e-13,0.0,0.9972
K00398.02,2.7976e-07,1.0713e-07,1.802214e-20,0.0,3.566e-21,6.629776e-15,9.653e-25,5.6895e-11,0.0,0.3827,0.153,8.5395e-06,0.0010935,2.231507e-16,0.0,9.779e-19,2.5428545e-11,1.0943e-21,8.403e-07,0.0,29.38,2.7972e-07,4.734155e-20,0.0,9.309e-21,1.7455705e-14,2.521e-24,1.4808e-10,0.0,1.0
K00398.03,0.02437,1.2280092238e-10,2.4466e-16,9.99e-10,3.377e-11,7.008e-10,5.0166e-18,6.631e-09,0.0,4.84e-07,0.181,0.9138,8.440063218e-07,1.9633e-12,2e-05,8.365e-09,1.5796e-06,4.2813e-15,7.624e-05,0.0,1.7852e-05,0.00038140206226,8.409e-10,0.002845,8.477e-05,0.0022198,1.38091e-11,0.018839,0.0,0.9755
K00399.01,0.9859,4.927e-05,4.3626e-10,0.0,0.1968,0.001184,0.009158,0.00016438,0.0,0.002978,0.001,13.85,0.13009,1.2706e-06,0.0,7.014,0.939,2.63,0.9817,0.0,21.95,0.0002338,2.076e-09,0.0,0.9356,0.005642,0.04355,0.0007812,0.0,0.01419
K00400.01,1.0,1.553e-07,5.56e-06,0.0,5.915e-07,1.322e-05,8.287e-10,2.756e-07,0.0,8.608e-11,0.001,48930.0,0.0010888,0.06288,0.0,0.00011937,0.03851,1.006e-06,0.005533,0.0,1.822e-06,0.00797,0.2837,0.0,0.03029,0.6639,4.136e-05,0.014218,0.0,4.451e-06
K00401.01,1.8104e-05,7.258e-08,6.9000000786e-13,0.0,9.3751e-08,3.927996e-24,1.06190000104e-10,6.64926e-19,0.0,0.009162,0.099,0.00035794,0.0005065,7.2610000833e-09,0.0,2.29507e-05,1.8086727e-19,9.01800000867e-08,8.76814e-14,0.0,3.112,7.867e-06,7.5190000825e-11,0.0,1.02356e-05,4.234786e-22,1.15730000113e-08,7.2207e-17,0.0,1.0
K00401.02,0.02844,2.4e-08,1.1668e-11,1.54e-07,1.2188e-05,6.81e-12,1.0452e-06,2.0271e-09,0.0,0.0004592,0.118,0.6857,0.0005163,4.006e-07,0.00308,0.009057,3.2638e-07,0.00261,0.00028461,0.0,0.4059,5.085e-05,2.4692e-08,0.0003256,0.02583,1.4339e-08,0.002208,4.3122e-06,0.0,0.9715
K00401.03,0.004777,2.539e-06,1.162e-06,3.95e-08,3.03092e-11,5.5881e-10,1.734e-18,1.3201e-11,0.0,0.0007809,0.18,0.1719,0.003058,0.003799,0.000791,1.2559e-08,1.2453e-05,2.3865e-15,9.426e-07,0.0,0.2368,0.003244,0.001478,5.042e-05,3.89042e-08,7.115e-07,2.2043e-15,1.6805e-08,0.0,0.9954
K00402.01,0.00029394,7.2346e-07,4.03307372e-20,0.0,7.27503e-08,2.786e-11,1.9202204e-41,9.64634e-41,0.0,0.002691,0.055,0.0031973,0.00202384,2.1850399e-16,0.0,1.048481e-05,1.919e-07,1.57418132e-38,5.436544e-36,0.0,0.865,0.00026683,1.53002593e-17,0.0,2.71159e-05,1.044e-08,7.0508249e-39,3.656829e-38,0.0,0.9998
K00403.01,0.815,4.847e-05,2.705e-06,0.0,0.005215,0.00013509,0.000886,1.853e-05,0.0,0.00143,0.098,86.2,0.3109,0.0217,0.0,1.0141,0.5931,0.6941,0.4375,0.0,0.354,0.006274,0.0003502,0.0,0.6738,0.017397,0.1146,0.0024,0.0,0.185
K00404.01,0.9584,2.949e-06,1.7704e-06,0.0,0.00010453,3.569e-05,3.3995e-07,1.2571e-06,0.0,6.082e-06,0.001,4.893,0.007363,0.008465,0.0,0.013996,0.1968,0.00019291,0.03748,0.0,0.08029,0.020348,0.012204,0.0,0.6716,0.2441,0.0023966,0.007967,0.0,0.04149
K00405.01,0.09826,1.6789e-06,3.80193e-10,0.0,6.452e-05,5.749e-06,1.8657e-09,2.0553e-07,0.0,0.0006575,0.038,0.8243,0.011657,5.075e-06,0.0,0.012499,0.11072,1.8849e-06,0.020825,0.0,0.4178,0.002325,5.0004e-07,0.0,0.08771,0.007894,2.589e-06,0.00027215,0.0,0.9018
K00407.01,0.01583,1.16345e-07,1.56780044261e-19,0.0,6.464e-06,2.4352e-15,2.48531e-17,7.29883e-19,0.0,0.0004586,0.077,0.24876,0.000144778,3.8490010832e-16,0.0,0.0005388,5.811e-12,1.070564e-14,6.89898e-15,0.0,0.03799,0.00028272,2.876201312e-16,0.0,0.015554,6.0549e-12,5.556329e-14,1.555149e-15,0.0,0.9841
K00408.01,0.0002417,5.695e-06,1.1488e-11,0.0,8.983e-06,1.74900011881e-05,2.2485146e-09,2.0829e-11,0.0,0.1332,0.138,0.006618,0.03016,7.5594e-08,0.0,0.0014736,0.113200007247,1.7091458e-06,6.2092e-07,0.0,14.3,4.271e-05,8.6457e-11,0.0,6.73e-05,0.000131700008874,1.6881357e-08,1.56418e-10,0.0,0.9999
K00408.02,7.711e-06,3.601e-07,6.44429e-11,0.0,7.6338e-09,1.2328000838e-10,2.7214e-11,8.5404e-12,0.0,0.04791,0.199,0.0003054,0.0021151,5.49528e-07,0.0,1.1941e-06,1.2793000933e-06,1.5346e-08,3.15252e-07,0.0,4.845,7.553e-06,1.33852e-09,0.0,1.5916e-07,2.5690001764e-09,5.666e-10,1.76418e-10,0.0,1.0
K00408.03,0.00012914,7.442e-07,7.574e-09,9.62e-11,6.209e-07,3.167e-09,5.805e-10,2.11162e-07,0.0,0.01233,0.197,0.005055,0.004863,9.46e-05,1.92e-06,0.00016212,4.544e-05,4.893e-07,0.010533597,0.0,2.234,6.054e-05,6.159e-07,7.814e-09,5.039e-05,2.576e-07,4.808e-08,1.7335057e-05,0.0,1.0
K00408.04,4.428e-05,8.078e-06,6.16e-07,2.28e-08,7.793e-17,4.842e-09,1.96229e-14,1.407e-08,0.0,0.197,0.126,0.0011077,0.009156,0.0007113,0.000456,2.4396e-14,1.7768e-05,3.04796e-11,0.0002262,0.0,15.37,4.096e-05,3.118e-06,1.156e-07,3.953e-16,2.463e-08,9.80231e-14,7.138e-08,0.0,1.0
K00409.01,0.00018672,2.582e-06,3.3034601e-11,0.0,6.401e-08,3.118006822e-06,6.5984e-10,8.727301e-07,0.0,0.03577,0.2,0.007442,0.017402,2.9844539e-07,0.0,8.173e-06,0.03436006647,3.8381e-07,0.0379340454,0.0,2.958,7.263e-05,9.23117e-10,0.0,1.8167e-06,8.790018808e-05,1.9075e-08,2.43377498e-05,0.0,1.0
K00410.01,0.9962,0.0001885,6.074e-06,0.0,0.1075,0.0005289,0.009383,0.00017326,0.0,0.0004296,0.001,54.67,0.7982,0.0286,0.0,13.97,1.572,5.878,2.555,0.0,3.524,0.001595,5.146e-05,0.0,0.9095,0.004474,0.07932,0.0014553,0.0,0.003636
K00411.01,0.9272,0.0002509,0.0002492,0.0,0.00019229,4.236e-05,1.1778e-07,2.2116e-06,0.0,5.77e-05,0.06,184.14,0.17,0.2131,0.0,0.020583,0.172,6.892e-05,0.05996,0.0,0.015025,0.3243,0.3212,0.0,0.2252,0.05388,0.0001539,0.002826,0.0,0.0727
K00412.01,6.8428e-08,2.33190000113e-09,1.802e-20,0.0,2.27246e-09,1.32068e-17,6.3746287e-13,3.53757e-11,0.0,0.06822,0.053,7.2595e-07,2.14874000106e-05,1.874e-16,0.0,4.0501e-07,3.4111e-14,6.0866014e-10,4.8277e-07,0.0,10.5,3.46070000164e-08,2.609e-19,0.0,3.34043e-08,1.9472e-16,9.4769155e-12,5.1948e-10,0.0,1.0
K00413.01,0.00049085,1.1318e-06,1.00887e-08,0.0,2.2869e-05,5.10300001189e-07,2.294096e-08,1.3082e-13,0.0,0.04998,0.191,0.018653,0.005166,6.93398e-05,0.0,0.0041362,0.0064530000125,1.736628e-05,8.416e-09,0.0,5.385,2.258e-05,2.01278e-07,0.0,0.00045727,1.01820000235e-05,4.589383e-07,2.6047e-12,0.0,0.9994
K00413.02,0.0002522,1.383e-07,3.699e-09,1.8e-07,2.40307e-07,1.8451e-11,3.7781345e-09,2.1468e-11,0.0,0.002246,0.219,0.010991,0.000443,1.408e-05,0.0036,4.3593e-05,3.724e-07,3.1351114e-06,1.5734e-06,0.0,0.2378,6.148e-05,1.6475e-06,8.004e-05,0.00010749,8.193e-09,1.6790607e-06,9.503e-09,0.0,1.0
K00414.01,0.0002173,1.1709e-06,1.12842e-22,0.0,1.4247885e-07,1.86680001408e-27,1.698002729e-12,6.40600143003e-22,0.0,0.006043,0.05,0.002162,0.006005,9.0057e-19,0.0,2.3867111e-05,1.72150001325e-23,1.283002055e-09,4.50310088302e-17,0.0,2.32,0.00019366,1.8849e-20,0.0,2.3607914e-05,3.07110002374e-25,2.826004585e-10,1.072700227e-19,0.0,1.0
K00414.02,1.0,1.6758e-07,2.397e-06,0.0,1.867e-35,2.3327e-09,5.692e-51,1.97e-13,3.09e-07,3.1325e-20,0.207,2.4801e+50,0.0009752,0.014192,0.0,3.5815e-33,8.7286e-06,4.8875e-48,4.694e-09,0.00618,1.7867e-18,0.0622,0.8216,0.0,6.5396e-30,0.00080107,1.88576e-45,7.146e-08,0.11548,1.1338e-14
K00415.01,0.03233,2.1068e-07,1.348662e-15,0.0,3.924e-05,6.68500703e-08,1.7208e-06,6.634000366e-09,0.0,0.001235,0.053,0.3502,0.0033445,3.234487e-11,0.0,0.02323,0.0022044022,0.004197,0.0014980000713,0.0,1.905,0.00016553,1.068224e-12,0.0,0.03076,5.28900548e-05,0.001351,5.156000286e-06,0.0,0.9676
K00416.01,8.05e-06,7.845e-07,5.488289e-15,0.0,7.035571e-11,1.59502786e-21,8.32500000016e-22,1.9381e-16,0.0,0.09729,0.191,0.0003066,0.006435,8.73375e-11,0.0,2.632593e-08,2.72305065e-17,9.43400000018e-19,1.2494e-11,0.0,16.9,8.05e-06,5.689763e-14,0.0,7.238644e-10,1.63002866e-20,8.44600000016e-21,1.9872e-15,0.0,1.0
K00416.02,0.001587,1.4532e-07,2.1446e-09,0.0,1.451e-05,7.2145e-15,5.12100001745e-13,1.7231e-19,0.0,0.009225,0.208,0.0657,0.002036,8.31132e-05,0.0,0.010991,4.0317e-10,1.00100000338e-09,3.3901e-14,0.0,4.226,1.572e-05,2.32127e-07,0.0,0.0015692,7.7181e-13,5.52700001862e-11,1.8675e-17,0.0,0.9985
K00416.03,0.7719,0.001195,0.003291,5.16e-09,7.219e-08,1.554e-05,5.372e-11,1.177e-07,0.0,0.001328,0.043,28.99,0.3101,1.53,0.000103,1.304e-05,0.1444,2.789e-08,0.003577,0.0,0.6909,0.2046,0.5644,8.865e-07,1.2376e-05,0.002666,9.219e-09,2.022e-05,0.0,0.2281
K00416.04,0.2361,7.79e-05,0.00010393,1.25e-07,3.412e-10,1.0994e-07,1.48e-13,2.213e-09,3.46e-10,0.0005897,0.044,2.701,0.01489,0.03516,0.0025,1.2432e-07,0.004333,1.5403e-10,0.0002127,6.91e-06,0.6551,0.10092,0.1347,0.0001618,4.416e-07,0.0001427,1.9063e-10,2.87e-06,4.476e-07,0.7639
K00417.01,0.9193,0.000151,1.4289e-06,0.0,0.0658,0.00010956,0.01111,0.0001075,0.0,0.006766,0.04,90.72,0.6243,0.009132,0.0,9.273,0.3958,8.167,2.598,0.0,2.918,0.001799,1.7032e-05,0.0,0.7831,0.0012984,0.132,0.0012805,0.0,0.08056
K00418.01,0.004944,5.434e-06,5.37366e-15,0.0,6.61e-07,5.209e-09,1.04149e-09,1.853805e-10,0.0,0.001228,0.076,0.07494,0.01985,2.51605e-11,0.0,0.00013388,6.632e-05,8.0931e-07,1.164228e-05,0.0,0.3079,0.004395,4.36598e-12,0.0,0.0005436,4.3295e-06,8.4017e-07,1.481484e-07,0.0,0.9948
K00419.01,0.9948,3.198e-05,4.076e-07,0.0,0.02574,9.237e-05,0.003935,3.379e-05,0.0,0.0001622,0.001,36.63,0.4006,0.007382,0.0,5.1,0.5975,3.505,1.04,0.0,2.491,0.0010675,1.3605e-05,0.0,0.8582,0.003077,0.131,0.0011247,0.0,0.005412
